date,COMEX_Copper_Open,COMEX_Copper_High,COMEX_Copper_Low,COMEX_Copper_Close,COMEX_Copper_Volumn,COMEX_Copper_Open_Interest
2003-01-01,0.0006358896095637797,0.0,0.0,0.0,0.04682994475057047,0.12693455245428295
2003-01-02,0.0006358896095637797,0.0,0.0,0.0,0.04682994475057047,0.12693455245428295
2003-01-03,0.0,0.0035492457852706444,0.0015586439797376133,0.003948038716250629,0.05019407004130867,0.14414340712223292
2003-01-06,0.0038153376573826785,0.007098491570541253,0.0058449149240161055,0.007386653082017335,0.041275652831074684,0.14551010587102983
2003-01-07,0.007885031158590855,0.00861959690708583,0.00883231588517987,0.00929699439633216,0.031645523182014954,0.14432146294513956
2003-01-08,0.009156810377718413,0.008492838129040422,0.009611637875048677,0.0085328578706062,0.0398852455407914,0.1419971126082772
2003-01-09,0.008266564924329136,0.010901254911902643,0.009351863878425754,0.011207335710646983,0.05866858413248124,0.15106352261790182
2003-01-10,0.010682945440671507,0.012675877804537964,0.012858812832835402,0.012226184411614867,0.04393173430380583,0.14556785370548606
2003-01-13,0.012209080503624565,0.01318291291671949,0.012209377841278056,0.010697911360163022,0.04003565899435766,0.14536573628488933
2003-01-14,0.010428589596845974,0.012675877804537964,0.012339264839589555,0.012735608762098827,0.030130382783896223,0.14082290664100097
2003-01-15,0.012336258425537313,0.014450500697173288,0.01428756981426159,0.014645950076413651,0.03217013595908754,0.14098652550529356
2003-01-16,0.014498283098054185,0.015718088477627082,0.01662553578386801,0.015919510952623533,0.03207475181780162,0.1485563041385948
2003-01-17,0.015642884395268997,0.0167321587019901,0.017274970775425356,0.014900662251655613,0.03831507583039232,0.16345524542829643
2003-01-20,0.014752638941879684,0.014957535809354813,0.015846213793999205,0.014136525725929692,0.021611845242899386,0.19970644850818095
2003-01-21,0.014752638941879684,0.014957535809354813,0.015846213793999205,0.014136525725929692,0.021611845242899386,0.19970644850818095
2003-01-22,0.016024418161007244,0.018506781594625422,0.01818417976360566,0.016938359653591455,0.03581674505286483,0.1732771896053898
2003-01-23,0.016787485692483773,0.018253264038534677,0.01818417976360566,0.01795720835455934,0.017576362342341022,0.17615014436958615
2003-01-24,0.017550553223960336,0.019013816706806946,0.019353162748408852,0.017193071828833416,0.023574557380898226,0.17665062560153993
2003-01-27,0.01742337530204755,0.018253264038534677,0.018833614755163007,0.01681100356597044,0.03718880923905467,0.17770452358036573
2003-01-28,0.016533129848658273,0.015844847255672454,0.01610598779062213,0.014645950076413651,0.019190555502564367,0.1539701636188643
2003-01-29,0.014625461019966935,0.014830777031309405,0.015846213793999205,0.01388181355068773,0.018820024799876735,0.15072666025024062
2003-01-30,0.013989571410403155,0.01622512358980861,0.01558643979737628,0.015919510952623533,0.02392674497949241,0.15336862367661214
2003-01-31,0.015897240239094494,0.021802509823805286,0.018443953760228584,0.02241467142129393,0.03746028717963769,0.15236766121270454
2003-02-03,0.022128958412819543,0.022816580048168337,0.023379659696064422,0.02343352012226185,0.05288683772222671,0.15865736284889317
2003-02-04,0.023400737631947104,0.023703891494485978,0.024158981685933226,0.022032603158430985,0.022569355276577323,0.16307988450433109
2003-02-05,0.022001780490906793,0.021675751045759913,0.021041693726457963,0.019612837493632202,0.028079623746248835,0.16018286814244465
2003-02-06,0.01920386620882614,0.019647610597033845,0.020911806728146503,0.01948548140601122,0.014828565349142644,0.15873435996150145
2003-02-07,0.018822332443087897,0.01838002281658005,0.0179244057669827,0.016683647478349457,0.023453492893881475,0.15958614051973052
2003-02-10,0.016024418161007244,0.017112435036126254,0.017404857773736817,0.015537442689760554,0.02063966072594669,0.1536669874879692
2003-02-11,0.015134172707617966,0.019520851818988473,0.017664631770359776,0.01859398879266428,0.030878781430908865,0.15173243503368625
2003-02-12,0.01844079867734961,0.02078843959944227,0.020002597739966196,0.01859398879266428,0.020852440733430674,0.15551491819056784
2003-02-13,0.01844079867734961,0.017872987704398522,0.01870372775685151,0.01744778400407538,0.017730444416725975,0.1546342637151107
2003-02-14,0.017169019458222055,0.016478641145899354,0.013508247824392748,0.012098828323993886,0.07282579187180371,0.15423002887391724
2003-02-17,0.012081902581711816,0.012802636582583337,0.013118586829458363,0.01349974528782475,0.03052659383231468,0.12274302213666988
2003-02-18,0.012081902581711816,0.012802636582583337,0.013118586829458363,0.01349974528782475,0.03052659383231468,0.12274302213666988
2003-02-19,0.013480859722752123,0.013436430472810235,0.011689829848032211,0.009551706571574121,0.03803626064817193,0.10875842155919153
2003-02-20,0.010047055831107727,0.010647737355811898,0.011559942849720712,0.011079979623025966,0.03798856857752896,0.08748315688161694
2003-02-21,0.013099325957013878,0.01394346558499176,0.014417456812573053,0.01400916963830871,0.02029481036898988,0.003816169393647738
2003-02-24,0.014243927254228652,0.02015464570921537,0.01649564878555655,0.020504330106979104,0.023332428406864725,0.017314725697786332
2003-02-25,0.02060282334986645,0.022056027379896065,0.023249772697752923,0.022796739684156908,0.04041719555950136,0.029672762271414823
2003-02-26,0.02276484802238332,0.022056027379896065,0.02260033770619558,0.021141110545084045,0.0627407532412265,0.05879692011549567
2003-02-27,0.021493068803255765,0.024971479274939777,0.023899207689310267,0.025343861436576673,0.06063129627048008,0.08784889316650625
2003-02-28,0.025054050616812908,0.02459120294080366,0.025457851669047918,0.023306164034640867,0.05931059277575188,0.1358614051973051
2003-03-03,0.02276484802238332,0.022563062492077592,0.021431354721392386,0.019994905756495145,0.032151792854994095,0.17367661212704524
2003-03-04,0.0204756454279537,0.022563062492077592,0.022470450707884115,0.02292409577177789,0.0256289850393643,0.1739990375360924
2003-03-05,0.023019203866208822,0.022816580048168337,0.02208078971294973,0.019994905756495145,0.02416153671188853,0.1810827718960539
2003-03-06,0.019458222052651675,0.01926733426289769,0.01688530978049097,0.015792154865002555,0.07311561291648018,0.1821126082771896
2003-03-07,0.015388528551443462,0.01597160603371783,0.01558643979737628,0.013372389200203769,0.04189198112861451,0.1612463907603465
2003-03-10,0.013862393488490407,0.01635188236785398,0.015066891804130397,0.017065715741212437,0.04184795767879024,0.13713666987487969
2003-03-11,0.017041841536309305,0.016478641145899354,0.01558643979737628,0.013627101375445731,0.029437013449163923,0.12242059672762272
2003-03-12,0.013226503878926626,0.01597160603371783,0.015716326795687744,0.016046867040244515,0.026491110931756316,0.1155293551491819
2003-03-13,0.016533129848658273,0.015844847255672454,0.015976100792310665,0.01388181355068773,0.021270663506761267,0.11430221366698749
2003-03-14,0.013862393488490407,0.015211053365445558,0.014027795817638631,0.012608252674477847,0.0333294201377934,0.11298845043310876
2003-03-17,0.012717792191275595,0.013436430472810235,0.013508247824392748,0.013245033112582788,0.027811814426484508,0.10996150144369586
2003-03-18,0.012972148035101093,0.017239193814171626,0.01428756981426159,0.017575140091696397,0.038296732726298875,0.10687680461982675
2003-03-19,0.017804909067785833,0.017365952592216998,0.0179244057669827,0.015792154865002555,0.02265006493458849,0.10205004812319537
2003-03-20,0.015770062317181744,0.0187602991507162,0.0179244057669827,0.019103413143148243,0.03394207981451453,0.10390279114533205
2003-03-21,0.018949510365000644,0.019140575484852318,0.01779451876867124,0.016683647478349457,0.025467565723341967,0.11619345524542829
2003-03-24,0.016533129848658273,0.019013816706806946,0.019093388751785928,0.01948548140601122,0.029092163092207114,0.11610202117420597
2003-03-25,0.020221289584128204,0.019520851818988473,0.01805429276529416,0.01681100356597044,0.015452230888319846,0.11804619826756496
2003-03-26,0.016533129848658273,0.017112435036126254,0.017404857773736817,0.01744778400407538,0.029396658620158337,0.11695861405197305
2003-03-27,0.017169019458222055,0.016478641145899354,0.015066891804130397,0.012735608762098827,0.04770307650541855,0.11857555341674687
2003-03-28,0.013099325957013878,0.01242236024844722,0.008962202883491331,0.007386653082017335,0.0681483003279747,0.11965351299326275
2003-03-31,0.008520920768154635,0.007859044238813524,0.00623457591895049,0.006495160468670395,0.05159181457322934,0.1167516843118383
2003-04-01,0.005850184407986766,0.0058309037900874565,0.004546044940901415,0.0030565461029037257,0.035174736409594176,0.12048604427333975
2003-04-02,0.0033066259697316475,0.00545062745595134,0.0049357059358358,0.005603667855323491,0.028413468240749574,0.12160731472569779
2003-04-03,0.005723006486074018,0.005197109899860559,0.005455253929081683,0.00407539480387161,0.028387787895018748,0.12821462945139558
2003-04-04,0.004069693501208176,0.0036760045633160167,0.00389660994934407,0.0021650534895567863,0.029341629307877995,0.1277189605389798
2003-04-07,0.0017804909067785906,0.004183039675497543,0.004026496947655532,0.003948038716250629,0.024986976396093652,0.13551491819056785
2003-04-08,0.004196871423120961,0.007605526682722779,0.00649434991557345,0.006622516556291376,0.02715879992075779,0.13943695861405198
2003-04-09,0.006613251939463295,0.006337938902268982,0.00623457591895049,0.005094243504839531,0.016549148513107983,0.13343599615014437
2003-04-10,0.005087116876510238,0.004816833565724441,0.005065592934147262,0.004202750891492628,0.021116581432376314,0.1326130895091434
2003-04-11,0.004578405188859207,0.0044365572315882874,0.004546044940901415,0.0030565461029037257,0.024209228782531494,0.1293888354186718
2003-04-14,0.0030522701259061502,0.005957662568132829,0.004675931939212877,0.005858380030565454,0.022686751142775383,0.12482675649663137
2003-04-15,0.00674042986137608,0.0060844213461782376,0.00649434991557345,0.005603667855323491,0.01800559097812768,0.1229740134744947
2003-04-16,0.0055958285641612695,0.00861959690708583,0.007923106896999602,0.008023433520122275,0.03593780953988158,0.11789701636188643
2003-04-17,0.008775276611980168,0.0093801495753581,0.009871411871671638,0.008023433520122275,0.034661129494977655,0.10564485081809433
2003-04-18,0.008139387002416388,0.00836607935099505,0.008312767891933987,0.008914926133469179,0.025053011570830064,0.0958614051973051
2003-04-21,0.008139387002416388,0.00836607935099505,0.008312767891933987,0.008914926133469179,0.025053011570830064,0.0958614051973051
2003-04-22,0.010047055831107727,0.0093801495753581,0.009221976880114292,0.007641365257259296,0.020859777975068054,0.03180943214629452
2003-04-23,0.007249141549027075,0.00697173279249588,0.007273671905442257,0.0057310239429444725,0.0219530269790375,0.0471944177093359
2003-04-24,0.006358896095637797,0.0060844213461782376,0.00623457591895049,0.006240448293428433,0.025240111232583223,0.058301251203079885
2003-04-25,0.006358896095637797,0.005704145012042084,0.004286270944278455,0.004202750891492628,0.04777278030097365,0.07138594802694899
2003-04-28,0.004705583110771956,0.004183039675497543,0.005195479932458761,0.004202750891492628,0.05201370596737862,0.09918190567853706
2003-04-29,0.004196871423120961,0.005577386233996712,0.00623457591895049,0.004202750891492628,0.036227630584558045,0.12295957651588066
2003-04-30,0.00432404934503371,0.006591456458359727,0.00649434991557345,0.006749872643912393,0.03674857474081194,0.12618383060635227
2003-05-01,0.00674042986137608,0.006844974014450508,0.008312767891933987,0.007259296994396317,0.024642126039136847,0.13628970163618864
2003-05-02,0.00737631947093986,0.00836607935099505,0.008312767891933987,0.006877228731533374,0.04179292836650989,0.13240134744947066
2003-05-05,0.006867607783288828,0.0067182152364051355,0.005974801922327567,0.004202750891492628,0.03302859323066087,0.12851780558229067
2003-05-06,0.004196871423120961,0.003929522119406762,0.005455253929081683,0.003948038716250629,0.0066035174736409595,0.13323869104908567
2003-05-07,0.00368815973546993,0.005070351121815186,0.005715027925704607,0.00547631176770251,0.013599577374881686,0.1308084696823869
2003-05-08,0.00546865064224852,0.008112561794904305,0.00623457591895049,0.008278145695364237,0.04289351461211672,0.1315014436958614
2003-05-09,0.008266564924329136,0.009887184687539626,0.010650733861540444,0.009806418746816082,0.0415838169798446,0.12098171318575554
2003-05-12,0.009411166221543948,0.010013943465584998,0.010910507858163367,0.00916963830871114,0.02171456662582269,0.11390279114533206
2003-05-13,0.009538344143456697,0.012168842692356439,0.009351863878425754,0.012608252674477847,0.05172388492270216,0.10502887391722811
2003-05-14,0.012972148035101093,0.015211053365445558,0.014807117807507438,0.015792154865002555,0.05042519315288611,0.11031761308950915
2003-05-15,0.015261350629530714,0.015464570921536303,0.01649564878555655,0.014900662251655613,0.03624964230947018,0.09610683349374398
2003-05-16,0.014371105176141437,0.01597160603371783,0.01662553578386801,0.014900662251655613,0.027749447872566786,0.1000577478344562
2003-05-19,0.014625461019966935,0.01533781214349093,0.01688530978049097,0.015028018339276632,0.031803273877218596,0.0911645813282002
2003-05-20,0.015006994785705217,0.015084294587400186,0.01662553578386801,0.015537442689760554,0.02076439383378213,0.1073339749759384
2003-05-21,0.015006994785705217,0.015084294587400186,0.015976100792310665,0.015537442689760554,0.036389049900580374,0.11165543792107796
2003-05-22,0.014752638941879684,0.017492711370262405,0.017274970775425356,0.01744778400407538,0.03886903757401443,0.11750240615976901
2003-05-23,0.01742337530204755,0.0187602991507162,0.018573840758540044,0.016683647478349457,0.0413380193849924,0.12134744947064485
2003-05-26,0.016787485692483773,0.01635188236785398,0.01818417976360566,0.016428935303107496,0.017679083725264323,0.12128970163618864
2003-05-27,0.016787485692483773,0.01635188236785398,0.01818417976360566,0.016428935303107496,0.017679083725264323,0.12128970163618864
2003-05-28,0.016278774004832776,0.019520851818988473,0.018833614755163007,0.01923076923076922,0.026942351292455115,0.12250721847930703
2003-05-29,0.019076688286913394,0.01926733426289769,0.018443953760228584,0.017193071828833416,0.03440065741685071,0.12996631376323386
2003-05-30,0.017169019458222055,0.018506781594625422,0.01870372775685151,0.017829852266938357,0.03277912701498999,0.12398460057747834
2003-06-02,0.017677731145873083,0.020027886931169997,0.01961293674503181,0.020376974019358125,0.05364257361087673,0.13620307988450434
2003-06-03,0.020730001271779236,0.02230954493598681,0.02311988569944146,0.02228731533367295,0.037863835469693526,0.1352502406159769
2003-06-04,0.022256136334732293,0.022056027379896065,0.023249772697752923,0.020759042282221103,0.02329207357785914,0.14729547641963425
2003-06-05,0.02060282334986645,0.02142223348966917,0.02182101571632677,0.019867549668874163,0.026355371961464806,0.15347930702598653
2003-06-06,0.019839755818389922,0.021041957155533014,0.021561241719703847,0.020376974019358125,0.018552215480112405,0.1539701636188643
2003-06-09,0.0204756454279537,0.02078843959944227,0.02208078971294973,0.020504330106979104,0.01764239751707743,0.15442733397497593
2003-06-10,0.020730001271779236,0.020661680821396897,0.019223275750097392,0.017193071828833416,0.03514171882222597,0.1504138594802695
2003-06-11,0.017169019458222055,0.017365952592216998,0.018314066761917124,0.016428935303107496,0.03039452348284186,0.13761790182868142
2003-06-12,0.015897240239094494,0.016478641145899354,0.017664631770359776,0.016556291390728475,0.021061552120095972,0.13248315688161694
2003-06-13,0.016405951926745526,0.017999746482443894,0.0179244057669827,0.018211920529801338,0.021399065235415397,0.1262512030798845
2003-06-16,0.017677731145873083,0.017619470148307777,0.01662553578386801,0.014900662251655613,0.04867159240155256,0.12567372473532243
2003-06-17,0.014879816863792432,0.014957535809354813,0.016235874788933624,0.014900662251655613,0.01867327996712916,0.12023099133782483
2003-06-18,0.014625461019966935,0.020027886931169997,0.017145083777113893,0.019994905756495145,0.04335576083527159,0.1127478344562079
2003-06-19,0.01996693374030267,0.02078843959944227,0.02169112871801531,0.01923076923076922,0.02931594896214717,0.1090279114533205
2003-06-20,0.018695154521175112,0.02015464570921537,0.021301467723080888,0.02012226184411616,0.02752199338180804,0.10149181905678537
2003-06-23,0.020984357115604733,0.02053492204335149,0.020781919729835042,0.019358125318390203,0.009402675158300988,0.03125120307988451
2003-06-24,0.019076688286913394,0.018633540372670794,0.019742823743343275,0.01770249617931738,0.029341629307877995,0.036193455245428295
2003-06-25,0.017169019458222055,0.01774622892635315,0.019223275750097392,0.01808456444218032,0.04816532272857342,0.05969201154956689
2003-06-26,0.01844079867734961,0.01774622892635315,0.01688530978049097,0.015664798777381573,0.07643204613657542,0.08951395572666025
2003-06-27,0.015642884395268997,0.015464570921536303,0.016365761787245088,0.01388181355068773,0.048715615851376834,0.12232435033686237
2003-06-30,0.014116749332315904,0.015084294587400186,0.015846213793999205,0.015155374426897612,0.05539617436221027,0.13540423484119346
2003-07-01,0.015006994785705217,0.014957535809354813,0.014027795817638631,0.01286296484971981,0.03217013595908754,0.14667949951876805
2003-07-02,0.012844970113188345,0.01242236024844722,0.013638134822704246,0.012353540499235849,0.04312830634451285,0.1411357074109721
2003-07-03,0.012590614269362846,0.01457725947521866,0.014417456812573053,0.015028018339276632,0.028086960987886215,0.13759384023099133
2003-07-04,0.014879816863792432,0.014450500697173288,0.014677230809195975,0.012353540499235849,0.01776346200409418,0.1364773820981713
2003-07-07,0.014879816863792432,0.014450500697173288,0.014677230809195975,0.012353540499235849,0.01776346200409418,0.1364773820981713
2003-07-08,0.012336258425537313,0.01698567625808088,0.014807117807507438,0.01744778400407538,0.03727685613870321,0.12975938402309914
2003-07-09,0.016914663614396558,0.017492711370262405,0.018573840758540044,0.01681100356597044,0.02473017293878539,0.130553416746872
2003-07-10,0.016660307770571023,0.019520851818988473,0.019223275750097392,0.019994905756495145,0.03894974723202559,0.13420596727622713
2003-07-11,0.019712577896477172,0.021041957155533014,0.021431354721392386,0.02012226184411616,0.05596481058910713,0.14015880654475457
2003-07-14,0.019585399974564426,0.02015464570921537,0.021561241719703847,0.019740193581253184,0.017987247874034235,0.15712704523580365
2003-07-15,0.019458222052651675,0.02395740905057676,0.02182101571632677,0.024325012735608754,0.051602820435685405,0.15900866217516843
2003-07-16,0.02429098308533638,0.02395740905057676,0.02519807767242496,0.023306164034640867,0.039995304165352075,0.17143888354186718
2003-07-17,0.02314638178812157,0.023577132716440605,0.024808416677490574,0.023051451859398872,0.018764995487596393,0.17870067372473533
2003-07-18,0.023019203866208822,0.023830650272531388,0.02260033770619558,0.020249617931737143,0.050054662450198475,0.18
2003-07-21,0.020094111662215454,0.02142223348966917,0.022730224704507074,0.021523178807947026,0.016332699884805308,0.18179980750721847
2003-07-22,0.021493068803255765,0.021295474711623796,0.02052214573321208,0.01884870096790628,0.027899861326133053,0.1796679499518768
2003-07-23,0.019076688286913394,0.0187602991507162,0.019742823743343275,0.017829852266938357,0.023754319801014008,0.17576034648700672
