date,COMEX_Palladium_Open,COMEX_Palladium_High,COMEX_Palladium_Low,COMEX_Palladium_Close,COMEX_Palladium_Volumn,COMEX_Palladium_Open_Interest
2013-11-11,0.03376218909853197,0.022731377786875107,0.03332136368796336,0.025891678041593494,0.07368138894437704,0.19792832447476294
2013-11-12,0.030696271878296995,0.015782763220520208,0.02123372833162987,0.020386107285008438,-0.07080375554076745,0.19342011526948713
2013-11-13,0.018517767364585377,0.005059592593429189,0.00855849958991921,-0.00026767823013328567,0.0622175441471989,0.15644061543702192
2013-11-14,-0.003454639380432473,-0.013470046250184206,-0.006047393132317076,-0.011450759174198133,0.14789112982078456,0.08625876402516046
2013-11-15,-0.015207322058000142,-0.015786251105635904,-0.0011787622249048535,-0.005534639164254404,0.075987724584046,0.007882937773980107
2013-11-18,-0.007031542804040075,-0.010295987744565227,-0.018722621874027734,-0.016833516051572312,0.1512827998791213,-0.06583237490688133
2013-11-19,-0.014951828956313926,-0.030198192428446194,-0.029635070459606512,-0.04297181851543464,0.2242715395345276,-0.1457312448084927
2013-11-20,-0.0425450839384293,-0.04014929477038658,-0.030558431493770792,-0.0314448587095832,0.2065670218300099,-0.27074266763587096
2013-11-21,-0.03351766101218172,-0.043752280101089204,-0.03744166829390514,-0.04428849126881151,0.037933186529507945,-0.15712361131371674
2013-11-22,-0.04833626090998455,-0.04975725565226017,-0.03366428224505095,-0.045182468341214366,0.10563092089390898,-0.032965092930579885
2013-11-25,-0.04458902875191941,-0.041607645975671,-0.03139785061573839,-0.04374757035905991,-0.0889831070534523,0.020128208723445517
2013-11-26,-0.04569616552589314,-0.04092136305553721,-0.03786137785488894,-0.03447309807410423,-0.04278856085890611,0.07029726656864337
2013-11-27,-0.03275118170712287,-0.04186500207072114,-0.0338321660694445,-0.04124540627054003,0.19225417418382892,0.14361658790039272
2013-11-28,-0.040586303492168053,-0.04237971426082163,-0.03047448958157411,-0.0445894527530296,0.016294331557319644,0.17773276567004762
2013-12-02,-0.041523111531684434,-0.043237567910988914,-0.028459883688851797,-0.03923957991841392,-0.0824711005414458,0.17882935709835796
2013-12-03,-0.03896818051482189,-0.053188670252929296,-0.03937233227443058,-0.048887938525378365,-0.07867243007610866,0.18138807043108207
2013-12-04,-0.05020987698901693,-0.057392153138749055,-0.04037963522079173,-0.046666761795666506,-0.13633082106783298,0.17167105194133214
2013-12-05,-0.04237475520397195,-0.03174232899874726,-0.034335817542624984,-0.022261889512654308,-0.054320239057250974,0.17477806098821141
2013-12-06,-0.02525671739099278,-0.020590231546572604,-0.019562040995995334,-0.009086524519252065,-0.0600860781564234,0.17416884352803902
2013-12-09,-0.011119432431020109,-0.014070543805301343,-0.014525526264189743,-0.010815635970282542,-0.07833326307027498,0.18150991392311655
2013-12-10,-0.009671638188131295,-0.017587743770987117,-0.0043685548883818795,-0.012478886791583212,-0.15749484223185414,0.1787379744793321
2013-12-11,-0.010949103696562566,-0.010467558474598722,-0.0007590526639210544,-0.006825939379946785,-0.12730897871265728,0.17913396582844415
2013-12-12,-0.005839241662837477,-0.01484261209045178,0.0052008231020488176,-0.0064855694861368045,-0.16773768580803106,0.1704221561479787
2013-12-13,-0.007712857741870048,-0.021791226656806877,-0.03232121164990286,-0.038182077226245226,0.08677323536955679,0.1894906626513751
2013-12-16,-0.03973465981988054,-0.04332335327600556,-0.031229966791345026,-0.04404907168450453,-0.05737274210975402,0.18888144519120267
2013-12-17,-0.04424837128300433,-0.050443538572393955,-0.032992746947476906,-0.04477893702381064,-0.09373144513512371,0.19211029773011645
2013-12-18,-0.04348189197794568,-0.05190188977767837,-0.059182623552866014,-0.0699382374219704,0.03718701911667387,0.1994818289982026
2013-12-19,-0.07226744810126365,-0.06948788960610765,-0.06153299709437525,-0.07263663379661206,0.08338156531122007,0.19284135868232333
2013-12-20,-0.07490754348535487,-0.08158362607346624,-0.06472278975785209,-0.07779130775545462,-0.006565524635869884,0.19585698511017677
2013-12-23,-0.07763280323667496,-0.08441454311901841,-0.06321183533831044,-0.07561574760944866,-0.09556294696662555,0.21657037875603866
2013-12-24,-0.07388557107861,-0.08209833826356672,-0.06799652433352579,-0.07882645330879541,-0.16950135423836615,0.22031706613609897
2013-12-25,-0.07737731013498873,-0.09093423086028968,-0.06883594345549339,-0.07861240626217272,-0.23611375418409944,0.2258914058966765
2013-12-27,-0.07831411817450493,-0.07137516763647571,-0.06573009270421323,-0.07153832681967771,-0.22777024584059108,0.22653108422985754
2013-12-30,-0.07311909177355116,-0.05524751901333085,-0.0592665654650627,-0.05155220221151258,-0.11428496568864427,0.24355871224167636
2013-12-31,-0.05157250686467707,-0.05859314824898313,-0.0421424153769238,-0.05355216672922179,-0.18876604016971876,0.2553166092230038
2014-01-01,-0.05412743788153962,-0.05447545072818022,-0.04541614995259732,-0.040968197800323986,-0.16414251554619413,0.25793624430174517
2014-01-03,-0.04211926210228554,-0.03088447534857998,-0.0276204645668842,-0.020668818050900796,-0.04278856085890611,0.2607081837455297
2014-01-06,-0.020317184091725234,-0.029769265603362554,-0.0142737005275995,-0.01882310089477422,-0.16610968418002942,0.2519659131920556
2014-01-07,-0.018699061114378877,-0.020590231546572604,-0.011251791688516033,-0.006671544788941045,-0.07799409606444131,0.2461783473204177
2014-01-08,-0.006265063498981234,-0.010724914569648867,-0.00025540119074057176,0.00028322974232200033,-0.05493073966775158,0.24785369533589183
2014-01-09,0.0013997295516064011,-0.01244062186998343,8.036645804654389e-05,-0.006310121087264886,-0.09373144513512371,0.2436196339876936
2014-01-10,-0.01052328186041881,-0.016472534025769692,0.0027665076483427056,-0.0088576318388776,-0.14202882676583867,0.2355475026404092
2014-01-13,-0.009075487617529994,-0.0044625829234277515,0.002262856175162223,0.007150819915376567,-0.08728727202428394,0.24099999890895224
2014-01-14,0.004806304240756462,-0.007207714603963091,0.006627835609393773,-0.0036222516165553657,-0.09176427650128842,0.24026893795674534
2014-01-15,-0.005157926725007503,-0.014585255995401633,0.0023467980873589068,-0.006032912617048651,-0.1642781823485276,0.23862405081427984
2014-01-16,-0.007201871538497423,-0.0049772951135280425,0.0005000760190303431,0.00345533679391626,-0.061917579987925235,0.2449903732730815
2014-01-17,0.002506866325580132,-0.007636641429046732,0.007299370906967813,0.0025500230557401445,-0.13666998807366665,0.24148737287709016
2014-01-20,0.005487619178586435,0.003944382848211568,0.013175304760741,0.011311916095379576,-0.05581257388291913,0.25068655652569355
2014-01-22,0.012045275455200339,0.0021428901828603546,0.012335885638773402,0.010090795239234352,-0.010771195508207423,0.24925489549428836
2014-01-23,0.011619453619056582,-0.002317948798009548,0.016113271687627596,0.010789079866741965,-0.18557787031488224,0.2594288270791676
2014-01-24,0.010086495008939093,-0.0038620853683106154,0.014014723882708599,0.00497822889612089,-0.03580172053873246,0.2696027586640468
2014-01-27,0.004806304240756462,-0.004634153653461247,-0.0005911688395276875,-0.012798202877530654,0.020974836237824323,0.2664348278711503
2014-01-28,-0.011800747368850081,-0.022734865671990807,-0.020065692469175816,-0.033476551168514015,0.0025241511204725387,0.2448076080350298
2014-01-29,-0.03428414031724056,-0.043752280101089204,-0.03232121164990286,-0.04374379147046793,0.08907957100922576,0.1790425832094183
2014-01-30,-0.043737385079631895,-0.04726948006677498,-0.04449278891843304,-0.05406015732410666,0.08684106877072352,0.147606962264522
2014-01-31,-0.04961372641841583,-0.05696322631366541,-0.04759863966971319,-0.060032420821690725,-0.020742705479717394,0.13155408218897904
2014-02-03,-0.05923729991526471,-0.07077467008135857,-0.056496482362569655,-0.06602924709511432,0.03915418775050917,0.13350357806153074
2014-02-04,-0.06639110676247972,-0.06494126526022109,-0.05582494706499562,-0.0669626325771108,0.030471512401167154,0.1298482733004963
2014-02-05,-0.06766857227091098,-0.07969634804309837,-0.06405125446027804,-0.07147867436406077,0.01880416740048882,0.11809037631916881
2014-02-06,-0.07039383202223108,-0.0576495092337992,-0.056496482362569655,-0.05949203975316566,0.05923287449586258,0.09637177386402244
2014-02-07,-0.0565972045311733,-0.06039464091433454,-0.04474461465502328,-0.054067175260062376,-0.05499857306891832,0.06341310926869514
2014-02-10,-0.054893917186598265,-0.061767206754602115,-0.04306577641108809,-0.05664977569144886,0.012427827690815775,0.006146668012488743
2014-02-11,-0.05395710914708208,-0.04932832882717653,-0.04163876390374313,-0.043375668829928035,-0.017486702223714137,-0.03229495372439024
2014-02-12,-0.04211926210228554,-0.04804154835192561,-0.03265697929868979,-0.043936784709227884,-0.08877960684995209,-0.036559475945597095
2014-02-13,-0.039564331085422996,-0.03620316797961717,-0.028795651337638915,-0.022279434352540234,0.023009838272826356,-0.05392217356051074
2014-02-14,-0.025001224289306564,-0.03251439728389789,-0.01972992482038889,-0.019247686020042398,-0.0055480236183688665,-0.09927841347034655
2014-02-17,-0.01955070478666639,-0.018102455961087408,-0.00613133504451376,-0.008110221659685177,0.08487390013688823,-0.12389079886131187
2014-02-19,-0.009075487617529994,-0.01801667059607076,-0.007222579903071599,-0.00894886500629132,0.22759537619169762,-0.2026930773346129
2014-02-20,-0.005413419826693719,-0.01561468037560241,-0.0007590526639210544,-0.008292687994512807,-0.14114699255067112,-0.29032900898041386
2014-02-21,-0.011460089899934998,-0.01887452424623804,-0.0050400901859559205,-0.007211925857464391,-0.16638101778469636,-0.24707456930817287
2014-02-24,-0.004902433623321287,-0.01201169504489979,0.005620532663032616,-0.0006172990395213107,-0.013688031758377007,-0.14457373163416512
2014-02-25,-0.002858488809831174,-0.009352348729381295,0.003773810594703862,0.0048097984332043,0.03759401952367428,-0.029797162137683363
2014-02-26,0.00463597550629892,-0.009438134094397945,0.0009197855800141422,-0.006752251052420718,0.13683428543060686,0.11077976679709992
2014-02-27,-0.010863939329333893,-0.01964659253138867,-0.00965689535677771,-0.015615904163404274,0.3137437956734504,0.1930545847933837
2014-02-28,-0.015122157690771468,-0.00652143168382911,-0.012762746108057863,0.0021605276102455444,0.22935904462203272,0.2326232588315816
2014-03-03,0.002251373223893916,-0.006006719493728819,0.012000117989986287,0.003286906331000054,0.009646658242979661,0.22254070986572827
2014-03-06,0.03674294195153827,0.05490088966814816,0.047927256410199646,0.05095623630436235,0.526944175540497,0.30515059746510687
2014-03-07,0.05181703495102733,0.05833230426881729,0.0627010329568293,0.06477347251701843,0.2771137590434138,0.29826644016515863
2014-03-10,0.06740211415388882,0.05610188477838243,0.06446381311296118,0.06596058337584464,-0.02440570914272106,0.30414538865582236
2014-03-11,0.06791310035726125,0.054643533573098015,0.06521929032273209,0.05742326428676194,-0.08050393190761049,0.3140756332566326
2014-03-12,0.05845985559486991,0.04975376776714448,0.05262800349321812,0.046892851386500914,0.08446689972988781,0.3222696080959515
2014-03-13,0.04789947405850464,0.04829541656186006,0.047759372585806086,0.05776012521259493,0.08907957100922576,0.3377741924573393
2014-03-14,0.06127027971341867,0.05061162141731176,0.06530323223492877,0.06118487795856436,-0.06944708751743277,0.34185594944049447
2014-03-17,0.0605889647755887,0.06425149445497161,0.05791634396161395,0.051707155451531386,0.044920026849681605,0.33932769698077897
2014-03-18,0.05232802115439976,0.05129790433744554,0.06102219471289411,0.057113125501679365,-0.0852522699892819,0.33232169618879626
2014-03-19,0.05215769241994222,0.04151837272553865,0.04297468359059074,0.04801572113927651,0.044784360047348135,0.3446278888842789
2014-03-20,0.04560003614332851,0.03971688006018724,0.04859879170777369,0.04321545294615478,0.015887331150319234,0.32552892150787394
2014-03-21,0.034869325872505706,0.03722910447470224,0.02123372833162987,0.04912104605216638,0.2724332543629091,0.3267168955552101
2014-03-24,0.04909177519970724,0.08406791377383573,0.05800028587381083,0.07899990837996838,0.340673655936644,0.3180355467477533
2014-03-25,0.08971517836782175,0.08827139665965548,0.0814200793767067,0.08726703693478827,0.22630654156952965,0.33570285309275316
2014-03-26,0.08886353469553424,0.07977864552299932,0.08318285953283877,0.07896992265361556,0.011071159667481087,0.34645554126479616
2014-03-27,0.0794102899331427,0.06519513347015554,0.06790543151302844,0.06479911497531636,0.10814075673707815,0.3422214799165979
2014-03-28,0.06816859345894766,0.05352832382788059,0.03810605268317871,0.03031297769315295,0.2739255891885773,0.31709125968448604
2014-03-31,0.026012231680715665,0.042890938565806225,0.039952774751507464,0.052798125495422454,-0.028407879811558394,0.3048764496080293
