date,COMEX_Gold_Open,COMEX_Gold_High,COMEX_Gold_Low,COMEX_Gold_Close,COMEX_Gold_Volumn,COMEX_Gold_Open_Interest
2003-01-01,0.013943465584991759,0.015315371632181033,0.01420233463035018,0.016563674587500795,0.03284980559414798,0.2815068538008632
2003-01-02,0.013943465584991759,0.015315371632181033,0.01420233463035018,0.016563674587500795,0.03284980559414798,0.2815068538008632
2003-01-03,0.01597160603371786,0.015315371632181033,0.015693904020752263,0.015990316621010397,0.0007881897195501035,0.02677119286043308
2003-01-06,0.015718088477627082,0.019378633493780082,0.01634241245136186,0.01923934509778938,0.001879089983565102,0.026834502376289933
2003-01-07,0.019267334262897725,0.020878914796524334,0.020557717250324247,0.019557877301395164,0.004202250624340498,0.027292950594563676
2003-01-08,0.019267334262897725,0.01800337563293118,0.016990920881971457,0.016754793909664275,0.004492110249464902,0.027426118886538432
2003-01-09,0.01647864114589935,0.02050384447083829,0.016990920881971457,0.020959418997260643,0.004056606871814935,0.025926338286757177
2003-01-10,0.0207250602104196,0.021504032006001112,0.021206225680933846,0.02064088679365486,0.005217473252239273,0.028120340474210106
2003-01-13,0.0200912663201927,0.020941426517472026,0.02023346303501945,0.021405364082308736,0.0029414326490456765,0.0317551799190948
2003-01-14,0.021105336544555715,0.02031630930799525,0.021011673151750957,0.02153277696375104,0.0014592932851090687,0.03325932669238343
2003-01-15,0.021295474711623793,0.02006626242420455,0.021206225680933846,0.01987640950500095,0.007834777157919236,0.03421988486400461
2003-01-16,0.019394093040943097,0.018878539726198653,0.019520103761348877,0.019048225775625937,0.013270716038946853,0.041421888064409794
2003-01-17,0.018823678539738903,0.022504219541163967,0.02062256809338522,0.02350767662610692,0.0063854790322972164,0.05463829527121578
2003-01-20,0.023830650272531385,0.022504219541163967,0.023800259403372236,0.022679492896731872,0.010866166242348348,0.058137783337372045
2003-01-21,0.023830650272531385,0.022504219541163967,0.023800259403372236,0.022679492896731872,0.010866166242348348,0.058137783337372045
2003-01-22,0.02237292432500951,0.021941614052634884,0.022568093385214014,0.023189144422501137,0.022808953949444485,0.061473539897001966
2003-01-23,0.02294333882621374,0.023441895355379133,0.025162127107652407,0.024718098999808886,0.01458579345145708,0.08349433598141756
2003-01-24,0.024844720496894436,0.027942739263611918,0.026718547341115426,0.027776008154424426,0.029165875383207276,0.0975206683738405
2003-01-27,0.0275066548358474,0.029693067450146902,0.028728923476005197,0.030133146461107225,0.04172550721864697,0.11839752699932543
2003-01-28,0.029408036506528096,0.031880977683315624,0.031776913099870296,0.030770210868318795,0.04128143656143667,0.15040376189509394
2003-01-29,0.030802383065027264,0.02963055572919921,0.030285343709468216,0.03115244951264575,0.03688927790684226,0.19304599545481338
2003-01-30,0.030802383065027264,0.03031818465962368,0.030285343709468216,0.028795311205962914,0.05799762686356179,0.21367616527713196
2003-01-31,0.028267207504119672,0.029505532287303862,0.028339818417639422,0.03026055934254953,0.0787875585966225,0.2553425590579544
2003-02-03,0.030041830396754992,0.030443208101519025,0.03125810635538261,0.02987832069822261,0.046300434503861704,0.28483387801347837
2003-02-04,0.029471415895550763,0.030443208101519025,0.03171206225680932,0.03147098171625153,0.041265729882242745,0.2842247968092004
2003-02-05,0.031436176955254164,0.035006563730699505,0.03378728923476003,0.03675861629610753,0.07016316383922643,0.2915490528678119
2003-02-06,0.03663328685511472,0.041757829593048704,0.034500648508430605,0.0350385423966363,0.12814936766337445,0.29443072738267545
2003-02-07,0.034288249461275205,0.03331874726511221,0.03190661478599221,0.0308976237497611,0.09374602870895381,0.29482149991158496
2003-02-10,0.030105209785777663,0.0322560480090017,0.03099870298313879,0.030770210868318795,0.07391420440672303,0.28885294072701156
2003-02-11,0.030422106730891112,0.031068325310995803,0.028339818417639422,0.0267567051028859,0.06242405463639752,0.28809104344997566
2003-02-12,0.026239067055393604,0.026379946239919978,0.026718547341115426,0.025992227814232025,0.07940868636474621,0.27942855521135557
2003-02-13,0.0261756876663709,0.026504969681815326,0.021206225680933846,0.019621583742116335,0.12094714131299271,0.26815291212857506
2003-02-14,0.019394093040943097,0.021941614052634884,0.018612191958495453,0.022615786456010704,0.07643869611716611,0.26459011454656195
2003-02-17,0.02237292432500951,0.021629055447896495,0.01893644617380025,0.019111932216347074,0.061421682927839234,0.2624550557014585
2003-02-18,0.02237292432500951,0.021629055447896495,0.01893644617380025,0.019111932216347074,0.061421682927839234,0.2624550557014585
2003-02-19,0.01628850297883131,0.015627930236919423,0.015045395590142665,0.014079123399375691,0.06099903046952976,0.2542859450691711
2003-02-20,0.01343643047281027,0.016440582609239238,0.01465629053177689,0.017710390520481626,0.05973964037416166,0.24979533561684208
2003-02-21,0.017746228926353146,0.019378633493780082,0.019455252918287938,0.019685290182837507,0.05478204126858564,0.24615394691169631
2003-02-24,0.019584231208011175,0.019378633493780082,0.02023346303501945,0.01885710645346246,0.03188455876368444,0.24613429913091317
2003-02-25,0.018696919761693496,0.021316496843158107,0.019844357976653675,0.021787602726635654,0.048766383137309216,0.2420584761617842
2003-02-26,0.021865889212827987,0.022879289866850047,0.02023346303501945,0.01923934509778938,0.0672045966310601,0.24512134687720355
2003-02-27,0.0187602991507162,0.02031630930799525,0.020428015564202335,0.020322354590049076,0.041329984478945196,0.24444458998356136
2003-02-28,0.020344783876283443,0.020628867912733637,0.01679636835278857,0.015289545773077657,0.07134687629847832,0.2427330499686727
2003-03-03,0.015211053365445556,0.017190723260611364,0.016536964980544747,0.017901509842645106,0.05226897259755633,0.2353520336544654
2003-03-04,0.01799974648244393,0.016753141213977626,0.016990920881971457,0.017774096961202798,0.002060430734258695,0.0637374008605728
2003-03-05,0.018380022816580046,0.01981621554041382,0.02003891050583656,0.02038606103077021,0.0036239592540184113,0.0632876849893138
2003-03-06,0.02028140448726074,0.02206663749453023,0.02172503242542153,0.020322354590049076,0.0036396659332123445,0.06402556831205915
2003-03-07,0.021105336544555715,0.021441520285053455,0.022243839169909217,0.022679492896731872,0.0018519602649573993,0.06506471760681298
2003-03-10,0.02256306249207759,0.022191660936425578,0.017963683527885854,0.01879340001274129,0.012128412097569891,0.06519570281203405
2003-03-11,0.0200912663201927,0.020253797587047557,0.022178988326848243,0.021277951200866427,0.0040894481101295226,0.0702757456878579
2003-03-12,0.020978577766510343,0.0201912858660999,0.019260700389105052,0.01860228069057781,0.004994723983670765,0.07097433344903693
2003-03-13,0.0187602991507162,0.017503281865349753,0.01731517509727626,0.016117729502452705,0.006656776218374245,0.07308319525309616
2003-03-14,0.01590822664469516,0.014690254422704257,0.00830090791180286,0.009301140345288924,0.015209776979434245,0.07597360211497445
2003-03-17,0.008112561794904303,0.010251922235419127,0.00862516212710766,0.009683378989615842,0.005975677493328231,0.08015203016152658
2003-03-18,0.0107111167448346,0.013752578608489092,0.009922178988326856,0.010065617633942798,0.00758918181052319,0.08079385766710984
2003-03-19,0.01178856635822032,0.010877039444895903,0.009922178988326856,0.010447856278269755,0.010167932958181681,0.08166709236858363
2003-03-20,0.010013943465584998,0.011002062886791288,0.009857328145265881,0.0094922596674524,0.01213840725705694,0.08574946459797365
2003-03-21,0.009253390797312726,0.009189222979308614,0.008560311284046685,0.0074536535643753505,0.012478242679616586,0.091421123984046
2003-03-24,0.007288629737609328,0.007001312746139894,0.004215304798962386,0.0029942027138943673,0.01405176635886335,0.0969879952059415
2003-03-25,0.003232348840157195,0.004813402512971175,0.004734111543450072,0.005160221698413724,0.01592942846250173,0.09899425193257755
2003-03-26,0.005450627455951339,0.007188847908982934,0.0053826199740596705,0.004459450850480984,0.02346006719602935,0.10893166283534941
2003-03-27,0.004499936620610991,0.005313496280552604,0.006031128404669268,0.0056061667834618155,0.027510962548137403,0.12031209408230674
2003-03-28,0.005450627455951339,0.006563730699506157,0.006031128404669268,0.004523157291202155,0.05194484385419061,0.1445902018700321
2003-03-31,0.004436557231588287,0.0059386134900293805,0.006225680933852118,0.006498056953557998,0.05339985349951952,0.19224916878971854
2003-04-01,0.006971732792495879,0.008439082327936488,0.00862516212710766,0.009364846786010059,0.035984002033301016,0.22243907550642156
2003-04-02,0.009126632019267354,0.00962680502594235,0.009597924773022057,0.008281837293750397,0.03914247243120832,0.22773742705761385
2003-04-03,0.008175941183927008,0.007938988560355058,0.005317769130998695,0.005223928139134859,0.056933856318154494,0.22847312729360553
2003-04-04,0.005070351121815185,0.0043133087453897465,0.0027237354085603038,0.002229725425240492,0.050037196272091085,0.2266175035529737
2003-04-07,0.002091519837748771,0.0015002813027442503,0.0018158236057068816,0.0024208447474039696,0.037920207213934964,0.22387554659034595
2003-04-08,0.0010140702243630515,0.0,0.0001297016861219122,0.0,0.038038721247852826,0.22430779776757548
2003-04-09,0.0,0.000562605488529085,0.0,0.00044594508504809113,0.04425856620865038,0.22845129642606868
2003-04-10,0.0006971732792496023,0.0023129336750640672,0.0012321660181582213,0.0025482576288462762,0.05982816892961837,0.23193550288494916
2003-04-11,0.00240841678286222,0.002437957116959416,0.0033073929961089273,0.0032490284767790166,0.04808671229218992,0.23076973455848163
2003-04-14,0.00297883128406645,0.0031255860473838842,0.002399481193255505,0.004013505765432892,0.04591062328386681,0.22888791377680556
2003-04-15,0.003232348840157195,0.0025629805588547995,0.0031128404669260776,0.0017200738994712292,0.02439675642795846,0.236157592666575
2003-04-16,0.0015844847255672453,0.0017503281865349823,0.0018158236057068816,0.002102312543798185,0.04214673179702973,0.23970074246780493
2003-04-17,0.0019013816706806945,0.0018753516284303307,0.002204928664072618,0.0026119640695674478,0.045602201219695035,0.24140136704892515
2003-04-18,0.0027886931169983733,0.0029380508845408444,0.0043450064850842985,0.003440147798942495,0.03318964101670762,0.24006095178216288
2003-04-21,0.0027886931169983733,0.0029380508845408444,0.0043450064850842985,0.003440147798942495,0.03318964101670762,0.24006095178216288
2003-04-22,0.003295728229179899,0.006563730699506157,0.005058365758754871,0.0074536535643753505,0.054593561118258443,0.23988193866836074
2003-04-23,0.007161870959563956,0.008001500281302752,0.008171206225680912,0.008027011530865784,0.04730851773212687,0.23887771876166586
2003-04-24,0.007605526682722778,0.007251359629930626,0.007587548638132289,0.006179524749952213,0.04820379844618106,0.23303359552205244
2003-04-25,0.006021041957155532,0.007188847908982934,0.0075226977950713135,0.008218130853029262,0.0442871238071848,0.22560455129926407
2003-04-28,0.007795664849790854,0.006938801025192238,0.008430609597924773,0.007326240682933045,0.02572468475980918,0.23107973287750483
2003-04-29,0.007161870959563956,0.007251359629930626,0.006290531776913092,0.008027011530865784,0.04972020692835898,0.22536004558285141
2003-04-30,0.007542147293700109,0.006688754141401506,0.0074578469520103765,0.007517360005096522,0.03451185782885146,0.249747307708261
2003-05-01,0.007605526682722778,0.010251922235419127,0.009208819714656284,0.010957507804038981,0.06193286394160542,0.2257879305865736
2003-05-02,0.011598428191152243,0.012877414515221617,0.012775616083009072,0.01337835255144295,0.000903847993614521,0.029360333750302902
2003-05-05,0.012929395360628744,0.012877414515221617,0.013099870298313871,0.012677581703510247,0.000606848968856511,0.029709627630892424
2003-05-06,0.012802636582583371,0.012814902794273926,0.014526588845654978,0.013505765432885257,0.0005882865298091353,0.0306287071541936
2003-05-07,0.013816706806946386,0.013752578608489092,0.014721141374837866,0.0136331783143276,0.001179428819471713,0.030864480523591527
2003-05-08,0.014640638864241362,0.013752578608489092,0.013229571984435784,0.013250939670000643,0.0013222168121438333,0.030881945217621002
2003-05-09,0.013056154138674116,0.016690629493029935,0.014785992217898841,0.01739185831687584,0.0069366406840116,0.03168313805622321
2003-05-12,0.017049055647103583,0.016565606051134586,0.01822308690012968,0.01751927119831815,0.007163673592360271,0.03677846253932285
2003-05-13,0.017936367093421224,0.01844095767956492,0.019455252918287938,0.019430464419952855,0.0019390609404873924,0.04200258914088987
2003-05-14,0.019077196095829647,0.01812839907482653,0.01958495460440985,0.018411161368414367,0.004123717228370832,0.042716458509344704
2003-05-15,0.0181265052604893,0.02000375070325686,0.019325551232166026,0.01987640950500095,0.003855275802147246,0.04363553803264588
2003-05-16,0.019710989986056547,0.020441332749890597,0.021076523994811934,0.020067528827164425,0.011731461477941397,0.04364208729290693
2003-05-19,0.01952085181898847,0.021253985122210415,0.021206225680933846,0.021405364082308736,0.006328363835228368,0.0504380363571268
2003-05-20,0.02287995943719104,0.026004875914233932,0.025097276264591434,0.02745747595081864,0.00805324278670758,0.054799843690988434
2003-05-21,0.026682722778552426,0.029693067450146902,0.02898832684824902,0.028795311205962914,0.009938044289979566,0.057236168508100344
2003-05-22,0.029217898339460018,0.031255860473838847,0.029182879377431907,0.03242657832706889,0.015066988986762125,0.06161544053599146
2003-05-23,0.03213335023450376,0.031255860473838847,0.031063553826199727,0.02981461425750144,0.025387705097102975,0.07388002191819101
2003-05-26,0.02902776017239194,0.03000562605488529,0.030220492866407243,0.0303242657832707,0.025727540519662622,0.09466955707352855
2003-05-27,0.02902776017239194,0.03000562605488529,0.030220492866407243,0.0303242657832707,0.025727540519662622,0.09466955707352855
2003-05-28,0.03105590062111801,0.032381071450897046,0.03041504539559013,0.02968720137605913,0.06726742334783584,0.12088624589852576
2003-05-29,0.029154518950437313,0.027755204100768878,0.025680933852140056,0.02803083391730904,0.06693901096468996,0.17671868962400697
2003-05-30,0.027886931169983517,0.029380508845408514,0.026783398184176403,0.0308976237497611,0.08573705019997459,0.2219937258086699
2003-06-02,0.030612244897959186,0.029255485403513165,0.027042801556420228,0.02764859527298212,0.05986243804785968,0.25531854510366386
2003-06-03,0.026365825833438977,0.027692692379821224,0.02684824902723734,0.028604191883799472,0.054270860254819454,0.2568357903974746
2003-06-04,0.028077069337051595,0.027567668937925876,0.02885862516212711,0.02809454035803021,0.036402370851830325,0.2769987796545047
2003-06-05,0.028203828115096967,0.026942551728449098,0.027821011673151735,0.02637446645855898,0.04170266113981943,0.2742480903448622
2003-06-06,0.025605273165166708,0.029067950240670125,0.027237354085603113,0.030133146461107225,0.07168242808125778,0.2737045017431948
2003-06-09,0.029851692229686918,0.028442833031193347,0.027496757457846938,0.02694782442504938,0.05684818352255122,0.29241355522227097
2003-06-10,0.0268094815565978,0.026755016565606058,0.027237354085603113,0.025737402051347412,0.03939235141838453,0.2804764368531241
2003-06-11,0.025478514387121336,0.024317059448646608,0.020881971465629045,0.019494170860674027,0.10807480377360107,0.28141298107045476
2003-06-12,0.019394093040943097,0.021253985122210415,0.021400778210116732,0.02166018984519335,0.049780177885281274,0.2629899119561112
2003-06-13,0.021485612878691867,0.02037882102894294,0.020557717250324247,0.020194941708606733,0.045830662007970424,0.2491600573715199
2003-06-16,0.0200912663201927,0.021066449959367375,0.02081712062256807,0.02229725425240492,0.04378308219305222,0.24461268766359506
2003-06-17,0.02256306249207759,0.02369194223916983,0.023800259403372236,0.02388991527043384,0.04643465521697349,0.24542261284921202
2003-06-18,0.023703891494486012,0.02606738763518159,0.02542153047989623,0.026501879340001287,0.07054440777966099,0.23772723204247415
2003-06-19,0.026239067055393604,0.02556729386760016,0.024124513618677037,0.022679492896731872,0.054242302656285026,0.2556612897239923
2003-06-20,0.022753200659145666,0.02475464149528038,0.02315175097276264,0.02522775052557815,0.05378680895966097,0.25098293481084644
2003-06-23,0.02497147927493981,0.0243795711695943,0.023346303501945526,0.021978722048799134,0.036111083346779205,0.25037821978007585
2003-06-24,0.02237292432500951,0.021441520285053455,0.02023346303501945,0.01987640950500095,0.06333504202964564,0.244523181106694
2003-06-25,0.019647610597033842,0.01962868037757078,0.017185473411154346,0.015608077976683442,0.08586270363352605,0.24434416799289188
2003-06-26,0.015527950310559004,0.016440582609239238,0.017574578469520083,0.017455564757597013,0.04538944711061357,0.23692603920387192
2003-06-27,0.016542020534922056,0.015440395074076381,0.015369649805447463,0.01401541695865452,0.049597409254660954,0.23419063150150524
