date,LME_Zinc
2003-12-11,0.003845266476966854
2003-12-12,0.003106975313389218
2003-12-15,0.006398523417672845
2003-12-16,0.0027839729293240023
2003-12-17,0.0025378758747981235
2003-12-18,0.003845266476966854
2003-12-19,0.0008151964931169731
2003-12-22,0.0014765823271552718
2003-12-23,0.0003999077136045528
2003-12-26,0.0009843882181035145
2003-12-29,0.0028301161270476043
2003-12-30,0.0044605091132815505
2003-12-31,0.007382911635776359
2004-01-02,0.007121433515342613
2004-01-05,0.005983234638160424
2004-01-06,0.006490809813120049
2004-01-07,0.005598707990463739
2004-01-08,0.002860878258863339
2004-01-09,0.002860878258863339
2004-01-12,0.0017842036453126202
2004-01-13,0.005706375451818811
2004-01-14,0.00802891640390679
2004-01-15,0.004291317388295009
2004-01-16,0.0074598169653156965
2004-01-20,0.0027685918634161345
2004-01-21,0.003599169422440975
2004-01-22,0.0033223102360993616
2004-01-28,0.011074367453664538
2004-01-29,0.005660232254095209
2004-01-30,0.008997923556102438
2004-02-02,0.011197415980927479
2004-02-03,0.005875567176805352
2004-02-04,0.004537414442820888
2004-02-05,0.011228178112743212
2004-02-06,0.004260555256479274
2004-02-09,0.003414596631546566
2004-02-10,0.00362993155425671
2004-02-11,0.006152426363146966
2004-02-12,0.004814273629162501
2004-02-13,0.0044605091132815505
2004-02-17,0.004091363531492732
2004-02-18,0.00458355764054449
2004-02-19,0.007859724678920248
2004-02-20,0.006475428747212182
2004-02-23,0.006906098592632469
2004-02-24,0.010597554410520649
2004-02-25,0.008459586249327078
2004-02-26,0.003829885411058986
2004-02-27,0.012566330846727678
2004-03-01,0.004921941090517573
2004-03-02,0.010843651465046528
2004-03-03,0.011505037299084827
2004-03-04,0.005444897331385065
2004-03-05,0.003291548104283627
2004-03-08,0.006321618088133508
2004-03-09,0.0029839267861262787
2004-03-10,0.008659540106129356
2004-03-11,0.0030608321156656154
2004-03-12,0.0036760747519803123
2004-03-15,0.007598246558486503
2004-03-16,0.0033992155656386988
2004-03-17,0.003706836883796047
2004-03-18,0.002153349227101438
2004-03-19,0.004706606167807429
2004-03-22,0.015365684841959548
2004-03-23,0.0042759363223871414
2004-03-24,0.0071829577789740825
2004-03-25,0.007398292701684227
2004-03-26,0.002153349227101438
2004-03-29,0.0054756594632008
2004-03-30,0.005198800276859187
2004-03-31,0.0177958932554026
2004-04-01,0.010428362685534107
2004-04-02,0.02236406983003922
2004-04-05,0.021395062677843576
2004-04-06,0.004921941090517573
2004-04-07,0.003476120895178036
2004-04-12,0.006460047681304314
2004-04-13,0.002368684149811582
2004-04-14,0.008951780358378836
2004-04-15,0.0037222179497039144
2004-04-16,0.0017688225794047527
2004-04-19,0.0037529800815196495
2004-04-20,0.010305314158271168
2004-04-21,0.004783511497346766
2004-04-22,0.0031684995770206877
2004-04-23,0.003922171806506191
2004-04-26,0.0008459586249327079
2004-04-27,0.008967161424286703
2004-04-28,0.002707067599784665
2004-04-29,0.003922171806506191
2004-05-03,0.007013766053987541
2004-05-04,0.0021687302930093054
2004-05-05,0.010489886949165576
2004-05-06,0.005906329308621087
2004-05-07,0.01644235945551027
2004-05-10,0.007044528185803276
2004-05-11,0.0060601399676997614
2004-05-12,0.007029147119895409
2004-05-13,0.002522494808890256
2004-05-14,0.003553026224717373
2004-05-17,0.00499884642005691
2004-05-18,0.01344305160347612
2004-05-19,0.011074367453664538
2004-05-20,0.007429054833499962
2004-05-21,0.009105591017457509
2004-05-24,0.009536260862877798
2004-05-25,0.020487579789279398
2004-05-26,0.017949703914481273
2004-05-27,0.006029377835884027
2004-05-28,0.012458663385372607
2004-06-01,0.015088825655617935
2004-06-02,0.007721295085749443
2004-06-03,0.012520187649004077
2004-06-04,0.006106283165423364
2004-06-07,0.004660462970083826
2004-06-08,0.005337229870029993
2004-06-09,0.02873183111589633
2004-06-10,0.018611089748519574
2004-06-11,0.05014227485964777
2004-06-14,0.01927247558255787
2004-06-15,0.010320695224179036
2004-06-16,0.015442590171498885
2004-06-17,0.00582942397908175
2004-06-18,0.010874413596862262
2004-06-21,0.035684072906252404
2004-06-22,0.019072521725755597
2004-06-23,0.011105129585480274
2004-06-24,0.00982850111512728
2004-06-25,0.008644159040221488
2004-06-28,0.01738060447589018
2004-06-29,0.009305544874259787
2004-06-30,0.014596631546566177
2004-07-01,0.011028224255940937
2004-07-02,0.009705452587864339
2004-07-06,0.013519956933015458
2004-07-07,0.009136353149273245
2004-07-08,0.00952087979696993
2004-07-09,0.012366376989925402
2004-07-12,0.008305775590248404
2004-07-13,0.0065215719449357844
2004-07-14,0.004706606167807429
2004-07-15,0.005706375451818811
2004-07-16,0.009567022994693532
2004-07-19,0.016380835191878797
2004-07-20,0.008828731831115896
2004-07-21,0.005567945858648005
2004-07-22,0.011935707144505115
2004-07-23,0.012889333230792895
2004-07-26,0.008075059601630394
2004-07-27,0.020918249634699685
2004-07-28,0.025563331538875644
2004-07-29,0.011289702376374684
2004-07-30,0.006890717526724602
2004-08-02,0.008167345997077597
