date,Copper_Open,Copper_High,Copper_Low,Copper_Close,Copper_Volumn
2003-12-11,0.0001246843926311524,0.0,0.0,0.0,0.0037580501801057244
2003-12-12,0.0,0.002610641471904525,0.0015224562293834052,0.00205761316872428,0.004033536569518731
2003-12-15,0.004363953742090334,0.004599701640974639,0.0053285968028419185,0.004489337822671156,0.004033536569518731
2003-12-16,0.003491162993672267,0.007583291894579811,0.005455468155290535,0.007731637361266991,0.0060451069978740765
2003-12-17,0.007231694772606839,0.0069617105917454,0.0076122811469170265,0.0054869684499314125,0.004220659400063414
2003-12-18,0.006483588416819924,0.010566882148184983,0.00786602385181426,0.010475121586232696,0.003965964436266484
2003-12-19,0.011096910944172563,0.01268025857782198,0.013194620654656179,0.012096271355530614,0.0037008737596615155
2003-12-22,0.01147096412206602,0.01093983092988563,0.010974371986805379,0.009851602444195038,0.00454812435351661
2003-12-23,0.008478538698918363,0.012493784186971656,0.01053032225323522,0.011971567527123082,0.003264253821723921
2003-12-24,0.01147096412206602,0.012431626056688214,0.01357523471200203,0.012345679012345678,0.002037559710375441
2003-12-29,0.01558554907889405,0.01727996021879662,0.017761989342806393,0.017458535977054497,0.0028328317401903457
2003-12-30,0.016458339827312117,0.017031327697662853,0.01738137528546054,0.0170844244918319,0.002411805371464808
2003-12-31,0.01882734328730401,0.019517652909000496,0.020933773154021822,0.01995261254520514,0.002983569575906896
2004-01-02,0.02082229356940245,0.025484833416210842,0.023090586145648313,0.025813692480359147,0.003009558857926991
2004-01-05,0.02867741030516505,0.029711586275484834,0.028419182948490232,0.029430103504177577,0.0049691507222421475
2004-01-06,0.02967488544621427,0.031079065141720538,0.024739913727480335,0.025065469509913955,0.005468144937027969
2004-01-07,0.024313456563074716,0.02660367976131278,0.023471200202994164,0.024317246539468762,0.007890346021300815
2004-01-08,0.026183722452542003,0.03468423669816012,0.02499365643237757,0.032797106871180946,0.008820762317620214
2004-01-09,0.03441289236619806,0.03455992043759324,0.03387465110378077,0.03454296046888639,0.005847588454521355
2004-01-12,0.033041364047255384,0.033068125310790654,0.030449124587668106,0.028681880533732385,0.0076980253343521135
2004-01-13,0.028926779090427356,0.0334410740924913,0.03070286729256534,0.02880658436213992,0.008098260277461574
2004-01-14,0.030547676194632337,0.03281949278965689,0.030575995940116722,0.03179947624392069,0.009610836491031099
2004-01-15,0.0314204669430504,0.030954748881153654,0.027277340776452677,0.027185434592842,0.010691990623067048
2004-01-16,0.02917614787568966,0.031949278965688714,0.029941639177873635,0.030801845616660432,0.00357612520596506
2004-01-19,0.034662261151460365,0.03592739930382894,0.0348896219233697,0.03504177578251652,0.005868379880137432
2004-01-20,0.0340388391883046,0.03878667329686723,0.035523978685612786,0.03853348297792742,0.005868379880137432
2004-01-21,0.03840279293039494,0.038413724515166586,0.03920324790662268,0.03828407532111236,0.005379781378159647
2004-01-22,0.03852747732302609,0.04052710094480358,0.04110631819335194,0.03953111360518768,0.002661302478857719
2004-01-23,0.03865216171565724,0.039781203381402286,0.04059883278355747,0.039780521262002745,0.003513750929116832
2004-01-26,0.03865216171565724,0.03903530581800099,0.03983760466886577,0.03803466766429729,0.002967976006694839
2004-01-27,0.03827810853776378,0.038662357036300346,0.0393301192590713,0.0372864446938521,0.004735247184061293
2004-01-28,0.03740531778934572,0.04127299850820487,0.03996447602131439,0.04040404040404041,0.0069287425865573035
2004-01-29,0.04114584956828029,0.04139731476877175,0.04085257548845471,0.03903229829155755,0.007349768955282841
2004-01-30,0.039275583678813,0.04400795624067628,0.04148693225069779,0.04439456291308143,0.006689641191972431
2004-02-02,0.045509803310370626,0.04624564893088016,0.04681552905353971,0.04439456291308143,0.006195844833590627
2004-02-03,0.04476169695458371,0.05034808552958727,0.046688657701091096,0.05025564284823544,0.007084678278677873
2004-02-04,0.051744022941928244,0.05159124813525609,0.05353971073331642,0.05137797730390323,0.005712444188016862
2004-02-05,0.05398834200928899,0.05420188960716062,0.0541740674955595,0.05150268113231076,0.0061074812747223045
2004-02-06,0.05099591658614133,0.0535803083043262,0.05176351179903578,0.05374735004364634,0.006310197674479045
2004-02-09,0.056107976684018575,0.056439582297364496,0.05734585130677493,0.05449557301409153,0.005494134219048065
2004-02-10,0.05236744490508401,0.055445052212829436,0.05392032479066227,0.05287442324479361,0.010603627064198724
2004-02-11,0.05361428883139553,0.06153654898060666,0.05582339507739152,0.05873550317994763,0.006939138299365342
2004-02-12,0.06246688070820735,0.06911984087518648,0.06407003298655163,0.06995884773662552,0.008903928020084518
2004-02-13,0.06832704716187152,0.07235206364992541,0.06952550114184217,0.06846240179573512,0.0055409149266842355
2004-02-16,0.06932452230292073,0.073843858776728,0.07244354224816037,0.07345055493203641,0.013758725901438246
2004-02-17,0.07730432343131448,0.08627548483341621,0.08043643745242324,0.08542212245915949,0.013758725901438246
2004-02-18,0.0935132944733643,0.10181501740427648,0.0831007358538442,0.08093278463648834,0.013815902321882456
2004-02-19,0.0832891742776098,0.0926156141223272,0.08500380614057346,0.09115849856590598,0.010510065648926382
2004-02-20,0.09538356036283158,0.09559920437593238,0.08944430347627506,0.09140790622272103,0.009189810122305561
2004-02-23,0.09027150026495434,0.09075087021382397,0.09045927429586399,0.09003616411023818,0.0051614714091908495
2004-02-24,0.0887752875533805,0.09448035803083044,0.0912205024105557,0.09340316747724155,0.0052238456860390775
2004-02-25,0.10049562046070883,0.10367976131277971,0.09236234458259325,0.10125950866691608,0.014231730834203975
2004-02-26,0.0935132944733643,0.10218796618597713,0.09388480081197666,0.09739368998628258,0.011819925462739167
2004-02-27,0.10224120195754496,0.10367976131277971,0.09984775437706166,0.09938895124080309,0.006902753304537209
2004-03-01,0.10461020541753686,0.11250621581302835,0.10707942146663284,0.11086170345429605,0.00735496681168686
2004-03-02,0.11221595336803715,0.1113873694679264,0.10923623445825932,0.10736999625888514,0.009532868644970815
2004-03-03,0.10610641812911069,0.10616608652411735,0.08880994671403197,0.0877914951989026,0.011757551185890938
2004-03-04,0.09039618465758549,0.09410740924912979,0.0898249175336209,0.09277964833520388,0.009870729311232047
