date,Nickel_Open,Nickel_High,Nickel_Low,Nickel_Close,Nickel_Volumn
2003-12-11,0.12802847628889655,0.12336554860716316,0.12852153667054714,0.12532666742415635,0.0014780270886688837
2003-12-12,0.12573200137788496,0.13018760659465606,0.12922002328288706,0.13350755595955005,0.0016054432170024082
2003-12-15,0.13491790102193132,0.1297328027288232,0.13341094295692665,0.13418929667083285,0.0016054432170024082
2003-12-16,0.13354001607532437,0.14724275156338829,0.1378346915017462,0.15236904897170775,0.0004459564491673356
2003-12-17,0.15443793776552991,0.1665719158612848,0.1590221187427241,0.15918645608453585,0.002000433214836334
2003-12-18,0.15949018256975542,0.16202387720295622,0.15948777648428406,0.16373139415975457,0.002548322566670489
2003-12-19,0.16683890228499254,0.1648664013644116,0.16996507566938301,0.1649812521304397,0.0008027216085012041
2003-12-22,0.16752784475829602,0.16384309266628766,0.1650756693830035,0.16816270878309283,0.0008536880598346138
2003-12-23,0.16867608221380181,0.17907902217168845,0.1729918509895227,0.18384274514259744,0.0015417351528356459
2003-12-24,0.18337352164427603,0.18817509948834565,0.18742724097788127,0.18759231905465287,0.0013633525731687117
2003-12-29,0.19577448616373866,0.19954519613416713,0.2009313154831199,0.1996364049539825,0.0007644967700011468
2003-12-30,0.19807096107475025,0.19954519613416713,0.2031431897555297,0.20236336779911374,0.00045869806200068806
2003-12-31,0.20886439315650476,0.20636725412166004,0.20721769499417927,0.20236336779911374,0.00011467451550017202
2004-01-02,0.20771615570099897,0.20636725412166004,0.20721769499417927,0.20986251562322464,0.0
2004-01-05,0.21345734297852795,0.21205230244457077,0.21303841676367868,0.21599818202476992,0.0004204732235006307
2004-01-06,0.21919853025605696,0.2245594087549744,0.17345750873108265,0.17418475173275763,0.0029305709516710627
2004-01-07,0.1824549316798714,0.1779420125071063,0.1760186263096624,0.17452562208839906,0.0027904132105041855
2004-01-08,0.1824549316798714,0.19499715747583854,0.18160651920838183,0.1932734916486763,0.004676171909840348
2004-01-09,0.20427144333448158,0.19954519613416713,0.1909196740395809,0.1932734916486763,0.0008536880598346138
2004-01-12,0.19623378114594098,0.19044911881750995,0.16763678696158324,0.16486762867855925,0.0015035103143355886
2004-01-13,0.16637960730279022,0.17225696418419556,0.15017462165308498,0.15236904897170775,0.0008791712855013188
