date,LME_Tin
2003-12-11,0.003106759555639239
2003-12-12,0.004142346074185652
2003-12-15,0.004330634532103182
2003-12-16,0.003765769158350593
2003-12-17,0.005554509508567125
2003-12-18,0.004707211447938241
2003-12-19,0.01600451892299002
2003-12-22,0.000564865373752589
2003-12-23,0.0013180192054227076
2003-12-26,0.0012238749764639427
2003-12-29,0.0013180192054227076
2003-12-30,0.0033891922425155338
2003-12-31,0.002165317266051591
2004-01-02,0.007625682545659951
2004-01-05,0.0038599133873093577
2004-01-06,0.01327433628318584
2004-01-07,0.0030126153266804745
2004-01-08,0.007437394087742422
2004-01-09,0.007437394087742422
2004-01-12,0.006025230653360949
2004-01-13,0.0057427979664846545
2004-01-14,0.0014121634343814723
2004-01-15,0.004236490303144417
2004-01-16,0.007154961400866127
2004-01-20,0.001129730747505178
2004-01-21,0.0
2004-01-22,0.006495951798154773
2004-01-28,0.005648653737525889
2004-01-29,0.004048201845226888
2004-01-30,0.0014121634343814723
2004-02-02,0.002259461495010356
2004-02-03,0.0003765769158350593
2004-02-04,0.0036716249293918283
2004-02-05,0.0030126153266804745
2004-02-06,0.0038599133873093577
2004-02-09,0.0023536057239691207
2004-02-10,0.0025418941818866505
2004-02-11,0.0035774807004330636
2004-02-12,0.004518922990020712
2004-02-13,0.009131990209000188
2004-02-17,0.003106759555639239
2004-02-18,0.006119374882319714
2004-02-19,0.0012238749764639427
2004-02-20,0.019864432310299378
2004-02-23,9.414422895876483e-05
2004-02-24,0.00546036527960836
2004-02-25,0.006495951798154773
2004-02-26,0.000564865373752589
2004-02-27,0.009320278666917719
2004-03-01,0.003954057616268123
2004-03-02,0.007908115232536246
2004-03-03,0.0067783844850310675
2004-03-04,0.010167576727546602
2004-03-05,0.002165317266051591
2004-03-08,0.009508567124835247
2004-03-09,0.003954057616268123
2004-03-10,0.0023536057239691207
2004-03-11,0.0009414422895876483
2004-03-12,0.0028243268687629447
2004-03-15,0.004989644134814536
2004-03-16,0.009508567124835247
2004-03-17,0.001035586518546413
2004-03-18,0.005648653737525889
2004-03-19,0.0057427979664846545
2004-03-22,0.008849557522123894
2004-03-23,0.012897759367350782
2004-03-24,0.01092073055921672
2004-03-25,0.005083788363773301
2004-03-26,0.0009414422895876483
2004-03-29,0.007625682545659951
2004-03-30,0.003954057616268123
2004-03-31,0.018828845791752966
2004-04-01,0.0035774807004330636
2004-04-02,0.011014874788175484
2004-04-05,0.008567124835247599
2004-04-06,0.008472980606288835
2004-04-07,0.025889662963660326
2004-04-12,0.005177932592732065
2004-04-13,0.00875541329316513
2004-04-14,0.0057427979664846545
2004-04-15,0.004989644134814536
2004-04-16,0.0032009037845980044
2004-04-19,0.004989644134814536
2004-04-20,0.014592355488608549
2004-04-21,0.007437394087742422
2004-04-22,0.011485595932969309
2004-04-23,0.0023536057239691207
2004-04-26,0.004330634532103182
2004-04-27,0.008661269064206363
2004-04-28,0.0013180192054227076
2004-04-29,0.004895499905855771
2004-05-03,0.007060817171907362
2004-05-04,0.00273018263980418
2004-05-05,0.013556768970062135
2004-05-06,0.00875541329316513
2004-05-07,0.009414422895876483
2004-05-10,0.004048201845226888
2004-05-11,0.004236490303144417
2004-05-12,0.0019770288081340614
2004-05-13,0.003765769158350593
2004-05-14,0.0038599133873093577
2004-05-17,0.00546036527960836
2004-05-18,0.00291847109772171
2004-05-19,0.0187347015627942
2004-05-20,0.009696855582752777
2004-05-21,0.0019770288081340614
2004-05-24,0.00819054791941254
2004-05-25,0.01092073055921672
2004-05-26,0.009696855582752777
2004-05-27,0.005648653737525889
2004-05-28,0.01092073055921672
2004-06-01,0.004518922990020712
2004-06-02,0.00273018263980418
2004-06-03,0.009508567124835247
2004-06-04,0.005931086424402184
2004-06-07,0.004707211447938241
2004-06-08,0.00583694219544342
2004-06-09,0.01581623046507249
2004-06-10,0.01092073055921672
2004-06-11,0.017134249670495198
2004-06-14,0.009226134437958953
2004-06-15,0.0015063076633402373
2004-06-16,0.0067783844850310675
2004-06-17,0.01035586518546413
2004-06-18,0.007531538316701186
2004-06-21,0.030596874411598567
2004-06-22,0.007531538316701186
2004-06-23,0.003295048013556769
2004-06-24,0.0035774807004330636
2004-06-25,0.0016945961212577669
2004-06-28,0.008096403690453776
2004-06-29,0.004142346074185652
2004-06-30,0.0025418941818866505
2004-07-01,0.0017887403502165318
2004-07-02,0.0067783844850310675
2004-07-06,0.004048201845226888
2004-07-07,0.02278290340802109
2004-07-08,0.003954057616268123
2004-07-09,0.008472980606288835
2004-07-12,0.006966672942948597
2004-07-13,0.0015063076633402373
2004-07-14,0.005931086424402184
2004-07-15,0.011014874788175484
2004-07-16,0.010450009414422897
2004-07-19,0.005931086424402184
2004-07-20,0.011768028619845603
2004-07-21,0.009790999811711542
2004-07-22,0.028902278290340803
