date,LME_Aluminium
2003-12-11,0.004158989610171176
2003-12-12,0.004395990856339019
2003-12-15,0.005236963020160397
2003-12-16,0.003149823013585523
2003-12-17,0.004701798915910429
2003-12-18,0.006330226833128187
2003-12-19,0.003761439132728343
2003-12-22,0.0033868242597533656
2003-12-23,0.0014755238874320533
2003-12-26,0.00383024594613191
2003-12-29,0.002354722058699857
2003-12-30,0.005336350639521105
2003-12-31,0.00933479101841729
2004-01-02,0.007461716653542404
2004-01-05,0.005374576646967531
2004-01-06,0.002683465722739123
2004-01-07,0.0065366472733388884
2004-01-08,0.007293522220778129
2004-01-09,0.007293522220778129
2004-01-12,0.006911262146313866
2004-01-13,0.004915864557610416
2004-01-14,0.012920390516892073
2004-01-15,0.006177322803342482
2004-01-16,0.0044418620652747305
2004-01-20,0.007270586616310273
2004-01-21,0.0064066788480210395
2004-01-22,0.011307253002652885
2004-01-28,0.007064166176099571
2004-01-29,0.007293522220778129
2004-01-30,0.005267543826117538
2004-02-02,0.007293522220778129
2004-02-03,0.00717884419843885
2004-02-04,0.005542771079731806
2004-02-05,0.006307291228660332
2004-02-06,0.009388307428842287
2004-02-09,0.0074082002431174075
2004-02-10,0.006345517236106758
2004-02-11,0.008753755705231611
2004-02-12,0.00795100954885666
2004-02-13,0.010466280838831507
2004-02-17,0.014724658068363391
2004-02-18,0.009090144570760163
2004-02-19,0.010932638129677907
2004-02-20,0.008608496876935191
2004-02-23,0.00840207643672449
2004-02-24,0.006146741997385341
2004-02-25,0.008363850429278064
2004-02-26,0.0045488948861247235
2004-02-27,0.007851621929495952
2004-03-01,0.009158951384163729
2004-03-02,0.014028944732838434
2004-03-03,0.019678748633420232
2004-03-04,0.009143660981185159
2004-03-05,0.010343957615002944
2004-03-08,0.011116122965420753
2004-03-09,0.0064143240495103246
2004-03-10,0.011467802233927874
2004-03-11,0.00869259409331733
2004-03-12,0.00474767012484614
2004-03-15,0.007752234310135243
2004-03-16,0.006383743243553184
2004-03-17,0.007943364347367374
2004-03-18,0.0038149555431533397
2004-03-19,0.00489292895314256
2004-03-22,0.02169708182659154
2004-03-23,0.008822562518635179
2004-03-24,0.008195655996513788
2004-03-25,0.00856262566799948
2004-03-26,0.006070289982492489
2004-03-29,0.008715529697785185
2004-03-30,0.01347084502412061
2004-03-31,0.020726141237452315
2004-04-01,0.013937202314967012
2004-04-02,0.009426533436288713
2004-04-05,0.010443345234363651
2004-04-06,0.00474767012484614
2004-04-07,0.007048875773121001
2004-04-12,0.006154387198874627
2004-04-13,0.01025221519713152
2004-04-14,0.015535049426227628
2004-04-15,0.012094708756049266
2004-04-16,0.006177322803342482
2004-04-19,0.009999923547985108
2004-04-20,0.03485447358965146
2004-04-21,0.015343919388995497
2004-04-22,0.007255296213331703
2004-04-23,0.008975466548420883
2004-04-26,0.004847057744206848
2004-04-27,0.03540492809687999
2004-04-28,0.007928073944388804
2004-04-29,0.008998402152888739
2004-05-03,0.006131451594406771
2004-05-04,0.015489178217291916
2004-05-05,0.006513711668871033
2004-05-06,0.007155908593970994
2004-05-07,0.02417412710911996
2004-05-10,0.024969228064005627
2004-05-11,0.014204784367091996
2004-05-12,0.009090144570760163
2004-05-13,0.006131451594406771
2004-05-14,0.005764481922921078
2004-05-17,0.010795024502870773
2004-05-18,0.010611539667127927
2004-05-19,0.008746110503742325
2004-05-20,0.006299646027171046
2004-05-21,0.006720132109081735
2004-05-24,0.007561104272903112
2004-05-25,0.01237758121115282
2004-05-26,0.008493818854595913
2004-05-27,0.007989235556303086
2004-05-28,0.01253813044242781
2004-06-01,0.02102430409553444
2004-06-02,0.010817960107338629
2004-06-03,0.008325624421831638
2004-06-04,0.004908219356121131
2004-06-07,0.00933479101841729
2004-06-08,0.02081023845383445
2004-06-09,0.018455516395134593
2004-06-10,0.007782815116092384
2004-06-11,0.0054816094678175244
2004-06-14,0.009273629406503009
2004-06-15,0.00948004984671371
2004-06-16,0.01655950642579185
2004-06-17,0.012584001651363521
2004-06-18,0.00674306771354959
2004-06-21,0.012438742823067101
2004-06-22,0.009120725376717303
2004-06-23,0.011528963845842156
2004-06-24,0.00782104112353881
2004-06-25,0.010389828823938655
2004-06-28,0.012882164509445647
2004-06-29,0.01826438635790246
2004-06-30,0.014961659314531235
2004-07-01,0.0044265716622961596
2004-07-02,0.012614582457320663
2004-07-06,0.025297971728044894
2004-07-07,0.03990795177406901
2004-07-08,0.007224715407374562
2004-07-09,0.009235403399056583
2004-07-12,0.014013654329859864
2004-07-13,0.010045794756920818
2004-07-14,0.015405081000909778
2004-07-15,0.009533566257138706
2004-07-16,0.006934197750781722
2004-07-19,0.013218553374974197
2004-07-20,0.02194172827424867
2004-07-21,0.01054273285372436
2004-07-22,0.04337887325020451
2004-07-23,0.013272069785399195
2004-07-26,0.011842417106902852
2004-07-27,0.011857707509881422
2004-07-28,0.013210908173484913
2004-07-29,0.009663534682456556
2004-07-30,0.0073852646386495515
2004-08-02,0.010580958861170785
2004-08-03,0.007247651011842417
2004-08-04,0.0091742417871423
2004-08-05,0.011628351465202866
2004-08-06,0.022668022415730765
2004-08-09,0.011368414614567167
2004-08-10,0.010122246771813672
2004-08-11,0.019801071857248796
2004-08-12,0.010122246771813672
2004-08-13,0.012431097621577817
2004-08-16,0.015221596165166933
2004-08-17,0.01149073783839573
2004-08-18,0.011880643114349278
2004-08-19,0.011712448681585004
2004-08-20,0.0103668932194708
2004-08-23,0.014097751546242002
2004-08-24,0.019640522625973808
2004-08-25,0.010015213950963678
2004-08-26,0.011811836300945712
2004-08-30,0.012843938501999221
2004-08-31,0.00920482259309944
2004-09-01,0.0028057889465676867
2004-09-02,0.010665056077552923
2004-09-03,0.009212467794588727
2004-09-07,0.00869259409331733
2004-09-08,0.013493780628588466
2004-09-09,0.012530485240938525
2004-09-10,0.010802669704360059
2004-09-13,0.009434178637777998
2004-09-14,0.016376021590049007
2004-09-15,0.01162070626371358
2004-09-16,0.011513673442863586
2004-09-17,0.0244646447657128
2004-09-20,0.08074861812983081
2004-09-21,0.028241374301419715
2004-09-22,0.023921835459973548
2004-09-23,0.018096191925138186
2004-09-24,0.00951063065267085
2004-09-27,0.005947966758663925
2004-09-28,0.014243010374538422
2004-09-29,0.01905948731278813
2004-09-30,0.026612946384201957
2004-10-01,0.01408246114326343
2004-10-04,0.007729298705667388
2004-10-05,0.011353124211588596
2004-10-06,0.009724696294370838
2004-10-07,0.01253813044242781
2004-10-08,0.014166558359645568
2004-10-11,0.020305655155541624
2004-10-12,0.1503734680927516
2004-10-13,0.04175044533298675
2004-10-14,0.01804267551471319
2004-10-15,0.008646722884381617
2004-10-18,0.012316419599238538
2004-10-19,0.014158913158156284
2004-10-20,0.014028944732838434
2004-10-21,0.011123768166910039
2004-10-22,0.016842378880895407
2004-10-25,0.0166894748511097
2004-10-26,0.009418888234799428
2004-10-27,0.02440348315379852
2004-10-28,0.018065611119181046
2004-10-29,0.014801110083256245
2004-11-01,0.008891369332038745
2004-11-02,0.008776691309699467
2004-11-03,0.014579399240066971
2004-11-04,0.007989235556303086
2004-11-05,0.007706363101199532
2004-11-08,0.01697999250770254
2004-11-09,0.009541211458627992
2004-11-10,0.00822623680247093
2004-11-11,0.01252284003944924
2004-11-12,0.009877600324156544
2004-11-15,0.014862271695170527
2004-11-16,0.012713970076681371
2004-11-17,0.008432657242681631
2004-11-18,0.021819405050420102
2004-11-19,0.03255326794137659
2004-11-22,0.01237758121115282
2004-11-23,0.014441785613259837
2004-11-24,0.01826438635790246
2004-11-26,0.0064143240495103246
2004-11-29,0.017018218515148967
2004-11-30,0.017851545477481058
2004-12-01,0.0185549040144953
2004-12-02,0.0319798778296802
2004-12-03,0.01179654589796714
2004-12-06,0.01638366679153829
2004-12-07,0.023249057728916445
2004-12-08,0.02385302864656998
2004-12-09,0.023073218094662885
2004-12-10,0.013998363926881294
2004-12-13,0.0087078844962959
2004-12-14,0.013417328613695614
2004-12-15,0.019113003723213125
2004-12-16,0.008799626914167323
2004-12-17,0.011398995420524308
2004-12-20,0.025137422496769903
2004-12-21,0.0643190801293568
2004-12-22,0.002469400081039136
2004-12-28,0.01670476525408827
2004-12-29,0.015909664299202604
2004-12-30,0.00703358537014243
2005-01-03,0.08883724130549461
2005-01-04,0.06398269126382826
2005-01-05,0.03285143079945872
2005-01-06,0.014380624001345555
2005-01-07,0.01731638137323109
2005-01-10,0.010856186114785055
2005-01-11,0.011398995420524308
2005-01-12,0.00717884419843885
2005-01-13,0.0054128026544139575
2005-01-14,0.012239967584345686
2005-01-18,0.019097713320234556
2005-01-19,0.004885283751653275
2005-01-20,0.015626791844099052
2005-01-21,0.012446388024556387
2005-01-24,0.029319347711408934
2005-01-25,0.028386633129716135
