date,COMEX_Platinum_Open,COMEX_Platinum_High,COMEX_Platinum_Low,COMEX_Platinum_Close,COMEX_Platinum_Volumn,COMEX_Platinum_Open_Interest
2013-11-11,0.9121320890165111,0.9097830771440886,0.8994397356701623,0.8938091143594155,0.3564928305181504,0.5760560154435101
2013-11-12,0.9006460875807609,0.8886654216348225,0.8819135181726763,0.8787618228718832,0.2420497666140569,0.5663547426626967
2013-11-13,0.8801148600143575,0.8860795862663411,0.8896710242781211,0.8890799656061907,0.2014842674367843,0.5679743480679252
2013-11-14,0.880545585068198,0.8816262031317341,0.8862232437868122,0.8781885927199771,0.1929883474931999,0.5656512776887086
2013-11-15,0.8834170854271356,0.9053296940094816,0.8945553799741415,0.8955288048151331,0.31616239631955406,0.5591892157183522
2013-11-18,0.9036611629576455,0.9047550639275966,0.8922568596466025,0.8880768128403556,0.2276436414923268,0.5599581192945718
2013-11-19,0.8916008614501076,0.8824881482545611,0.8606522051429393,0.8480940097449126,0.31109170892239496,0.5477701796289631
2013-11-20,0.8498205312275665,0.8587846573768138,0.8528946990374945,0.8608483806248209,0.2771416098592968,0.5572096980008507
2013-11-21,0.8603015075376885,0.8508834937508979,0.8340755638557679,0.8317569504155917,0.34940730044662344,0.5561463207145896
2013-11-22,0.8256999282124913,0.8250251400660825,0.8294785232006895,0.8204356549154486,0.24900097384062594,0.5620848738670942
2013-11-25,0.8238334529791815,0.8197098118086482,0.8184168941244073,0.8075379764975639,0.22126330635682864,0.5655040408336878
2013-11-26,0.8101938262742282,0.8070679500071829,0.8085045252118949,0.8005159071367153,0.33426239967762517,0.5763832084546674
2013-11-27,0.8113424264178035,0.8102284154575493,0.8003160465450366,0.7920607623961021,0.2143120991302596,0.590272551778294
2013-11-28,0.7969849246231158,0.8010343341473926,0.7751759804625772,0.7645457151046146,0.34745961919473456,0.5745836468933023
2013-11-29,0.7645369705671213,0.7697169946846718,0.7751759804625772,0.7645457151046146,0.12837905906847108,0.5745836468933023
2013-12-02,0.7645369705671213,0.7863812670593304,0.7751759804625772,0.7876182287188306,0.3601195473320125,0.5811929457186794
2013-12-03,0.7810480976310122,0.7787674184743572,0.7529090647895418,0.7560905703640011,0.3497095268477786,0.5658312338448451
2013-12-04,0.7524766690595839,0.7635397213044104,0.7609538859359286,0.7689882487818859,0.2787534839987911,0.5569479435919249
2013-12-05,0.7717157214644652,0.7908346501939377,0.7679931044390174,0.7979363714531384,0.36555962255280566,0.5437784248928443
2013-12-06,0.7912419239052407,0.7789110759948285,0.77790547335153,0.7800229292060762,0.3392659256523053,0.5194352648627425
2013-12-09,0.7757358219669777,0.7747450079011636,0.7665565292343054,0.7697047864717683,0.25964605930353607,0.5005562281189674
2013-12-10,0.7725771715721467,0.7932768280419482,0.780778623760954,0.7871883061049011,0.24416535142214313,0.4795831561037856
2013-12-11,0.7969849246231158,0.8225829622180721,0.8017526217497486,0.8161364287761537,0.38379394875583467,0.4535876713673396
2013-12-12,0.8182340272792535,0.8102284154575493,0.8184168941244073,0.8111206649469762,0.2195171093723765,0.435003108333606
2013-12-13,0.8132089016511128,0.8044821146387015,0.7866685821002729,0.7813126970478649,0.410087645656335,0.3742433661616988
2013-12-16,0.7806173725771717,0.7794857060767131,0.7827898290475506,0.7791630839782173,0.2938983847677894,0.3485914340869679
2013-12-17,0.7857860732232591,0.7797730211176556,0.7794857060767131,0.7807394668959587,0.057154370529567816,0.10061185093086411
2013-12-18,0.782627422828428,0.7760379255854045,0.7694296796437293,0.7588134135855547,0.1694482689143356,0.17753492785394104
2013-12-19,0.7668341708542715,0.763970693865824,0.7527654072690707,0.755803955288048,0.23788575842036333,0.2671858129110362
2013-12-20,0.7425699928212491,0.7404108605085475,0.7246085332567159,0.7184006878761823,0.2969878102018201,0.3897195955894382
2013-12-23,0.7167264895908113,0.7313604367188622,0.7277689987070823,0.73731728288908,0.27019040263272776,0.455583548735399
2013-12-24,0.7421392677674086,0.7350955322511135,0.7388306277833645,0.7294353683003727,0.20994660666912926,0.5204822824984459
2013-12-25,0.7296482412060302,0.7326533544031031,0.73710673753771,0.7414732014903982,0.0701501057792404,0.5485227235546248
2013-12-26,0.7296482412060302,0.7326533544031031,0.73710673753771,0.7414732014903982,0.0701501057792404,0.5485227235546248
2013-12-27,0.74529791816224,0.804194799597759,0.7562131877603792,0.7804528518200057,0.17650021827462306,0.5563753558223996
2013-12-30,0.7809045226130654,0.7937078006033617,0.7770435282287027,0.802092290054457,0.470365022331173,0.6399077315708537
2013-12-31,0.8014357501794689,0.7937078006033617,0.7842264042522625,0.7853253081112067,0.25209039927465665,0.6682917252887478
2014-01-01,0.7787508973438623,0.7875305272231004,0.7761815831058757,0.7947836056176554,0.13667349474461868,0.6758171645453653
2014-01-02,0.7787508973438623,0.7875305272231004,0.7761815831058757,0.7947836056176554,0.13667349474461868,0.6758171645453653
2014-01-03,0.7922469490308686,0.8359431116218933,0.8033328544749316,0.8389223273144166,0.31320729373048123,0.6592284788796912
2014-01-06,0.8361809045226132,0.848010343341474,0.8471483982186466,0.8526798509601605,0.18811914436347763,0.6537643555933645
2014-01-07,0.8552763819095478,0.8563424795288033,0.831346070966815,0.8558326167956436,0.3624366164075355,0.6519975133331152
2014-01-08,0.8624551328068917,0.8527510415170234,0.8560551644878609,0.8543995414158786,0.23200913395345713,0.6394005824035599
2014-01-09,0.8572864321608042,0.8527510415170234,0.851027151271369,0.8526798509601605,0.23425904160650124,0.6375519418905212
2014-01-10,0.858722182340273,0.8618014653067088,0.8636690130728343,0.8608483806248209,0.293797642634071,0.6281615024703072
2014-01-13,0.8624551328068917,0.8781784226404252,0.8697026289326245,0.8852106620808255,0.2594109943248598,0.626394660210058
2014-01-14,0.8872936109117013,0.8875161614710531,0.8929751472489584,0.8952421897391803,0.20051042681083986,0.6248241337565029
2014-01-15,0.8987796123474515,0.890389311880477,0.8834937508978596,0.880768128403554,0.2964169381107492,0.6186401858456303
