date,Zinc_Open,Zinc_High,Zinc_Low,Zinc_Close,Zinc_Volumn
2003-12-11,0.0075146117450598385,0.006360619469026549,0.007670454545454545,0.007874015748031496,0.0027380225150536695
2003-12-12,0.007653771221820206,0.008573008849557522,0.009801136363636364,0.00984251968503937,0.0022144166157605375
2003-12-15,0.010854439187308655,0.008849557522123894,0.010227272727272727,0.00843644544431946,0.0022144166157605375
2003-12-16,0.008349568605622042,0.009402654867256638,0.010511363636363636,0.010404949381327334,0.004548826250109084
2003-12-17,0.010854439187308655,0.009126106194690266,0.010795454545454546,0.00843644544431946,0.0019853390348197925
2003-12-18,0.009462844419704982,0.01133849557522124,0.009943181818181818,0.010967379077615299,0.001810803735055415
2003-12-19,0.0128026718619538,0.01133849557522124,0.014204545454545454,0.01265466816647919,0.0027380225150536695
2003-12-22,0.011411077094350125,0.009402654867256638,0.011079545454545455,0.00843644544431946,0.0005890566367047736
2003-12-23,0.009462844419704982,0.011061946902654867,0.010795454545454546,0.012373453318335208,0.0010581202548215376
2003-12-24,0.013080990815474534,0.01133849557522124,0.015056818181818182,0.01265466816647919,0.0002945283183523868
2003-12-29,0.014194266629557473,0.013550884955752213,0.016477272727272726,0.0140607424071991,0.0007090496552927829
2003-12-30,0.014194266629557473,0.013689159292035399,0.01534090909090909,0.014904386951631047,0.002018064403525613
2003-12-31,0.016142499304202616,0.01631637168141593,0.018465909090909092,0.016310461192350956,0.003174360764464613
2004-01-02,0.01809073197884776,0.021847345132743362,0.020454545454545454,0.022778402699662543,0.005246967449166594
2004-01-05,0.02337879209574172,0.02295353982300885,0.023295454545454546,0.024746906636670417,0.005061523693166943
2004-01-06,0.024770386863345394,0.025442477876106196,0.01903409090909091,0.019122609673790775,0.004254297931756698
2004-01-07,0.019482326746451433,0.01825221238938053,0.018465909090909092,0.01799775028121485,0.004614276987520726
2004-01-08,0.019760645699972167,0.024059734513274336,0.01903409090909091,0.025871766029246346,0.003981586525874858
2004-01-09,0.0256053437239076,0.02350663716814159,0.024431818181818183,0.023340832395950507,0.00203988131599616
2004-01-12,0.02170887837461731,0.022123893805309734,0.023011363636363635,0.02080989876265467,0.0012762893795270093
2004-01-13,0.021430559421096576,0.023783185840707963,0.022443181818181817,0.019966254218222724,0.004057945719521773
2004-01-14,0.02031728360701364,0.02101769911504425,0.019318181818181818,0.021653543307086614,0.0057051226110480845
2004-01-15,0.020873921514055108,0.020464601769911505,0.01875,0.0171541057367829,0.00879221572563051
2004-01-16,0.01753409407180629,0.017146017699115043,0.017045454545454544,0.01687289088863892,0.005301509730342962
2004-01-19,0.019760645699972167,0.019081858407079644,0.02130681818181818,0.019122609673790775,0.0019744305785845185
2004-01-20,0.020595602560534373,0.021294247787610618,0.022727272727272728,0.022919010123734533,0.0019744305785845185
2004-01-21,0.02337879209574172,0.02267699115044248,0.024147727272727272,0.023903262092238472,0.002563487215289292
2004-01-22,0.025048705816866128,0.02350663716814159,0.023579545454545454,0.021653543307086614,0.0023671350030543678
2004-01-23,0.021430559421096576,0.01991150442477876,0.023011363636363635,0.020528683914510685,0.001079937167292085
2004-01-26,0.02170887837461731,0.01963495575221239,0.01875,0.016029246344206972,0.00508334060563749
2004-01-27,0.017812413025327024,0.01631637168141593,0.018465909090909092,0.016029246344206972,0.003272536870582075
2004-01-28,0.015307542443640411,0.022400442477876106,0.017613636363636363,0.023340832395950507,0.004592460075050179
2004-01-29,0.021430559421096576,0.025165929203539824,0.02159090909090909,0.01982564679415073,0.007864996945632254
2004-01-30,0.020873921514055108,0.023783185840707963,0.022727272727272728,0.023622047244094488,0.004025220350815952
2004-02-02,0.025327024770386862,0.02627212389380531,0.02727272727272727,0.026152980877390326,0.00639235535387032
2004-02-03,0.026161981630949068,0.029037610619469027,0.028409090909090908,0.03093363329583802,0.007952264595514442
2004-02-04,0.0320066796548845,0.029867256637168143,0.030965909090909093,0.030371203599550055,0.0041779387381097825
2004-02-05,0.0320066796548845,0.03152654867256637,0.034375,0.03248031496062992,0.003228903045640981
2004-02-06,0.032563317561925965,0.03152654867256637,0.03238636363636364,0.03346456692913386,0.00797408150798499
2004-02-09,0.03395491232952964,0.033185840707964605,0.03465909090909091,0.033183352080989874,0.0030325508334060566
2004-02-10,0.0320066796548845,0.03152654867256637,0.03380681818181818,0.032058492688413945,0.0024325857404660094
2004-02-11,0.0320066796548845,0.03456858407079646,0.03409090909090909,0.03487064116985377,0.0025853041277598392
2004-02-12,0.03785137767881993,0.038993362831858405,0.040625,0.04021372328458943,0.004374290950344707
2004-02-13,0.0392429724464236,0.038993362831858405,0.040625,0.03824521934758155,0.0034252552578759054
2004-02-16,0.04146952407458948,0.04092920353982301,0.04261363636363636,0.04190101237345332,0.003174360764464613
2004-02-17,0.043696075702755355,0.04563053097345133,0.04659090909090909,0.047806524184476944,0.003174360764464613
2004-02-18,0.05037573058725299,0.05143805309734513,0.045454545454545456,0.04246344206974128,0.002912557814818047
2004-02-19,0.04341775674923462,0.04424778761061947,0.045454545454545456,0.045838020247469066,0.0032616284143468016
2004-02-20,0.04620094628444197,0.04424778761061947,0.044886363636363634,0.045275590551181105,0.005585129592460075
2004-02-23,0.042304480935151684,0.041758849557522126,0.04431818181818182,0.04358830146231721,0.004603368531285452
2004-02-24,0.04341775674923462,0.04950221238938053,0.046306818181818185,0.05089988751406074,0.004908805305873113
2004-02-25,0.054272195936543276,0.05254424778761062,0.04659090909090909,0.048087739032620924,0.007526834802338773
2004-02-26,0.04536598942387977,0.05254424778761062,0.04772727272727273,0.05202474690663667,0.006010559385635745
2004-02-27,0.05538547175062622,0.05309734513274336,0.05284090909090909,0.050337457817772775,0.002727114058818396
2004-03-01,0.052323963261898136,0.05669247787610619,0.05482954545454546,0.05427446569178852,0.008923117200453792
2004-03-02,0.05399387698302254,0.051991150442477874,0.05397727272727273,0.05343082114735658,0.0035016144515228206
2004-03-03,0.052323963261898136,0.050055309734513276,0.03977272727272727,0.03965129358830146,0.0077013701021031505
2004-03-04,0.03868633453938213,0.03982300884955752,0.03835227272727273,0.03993250843644545,0.008170433720219914
2004-03-05,0.0392429724464236,0.043971238938053096,0.040340909090909094,0.04611923509561305,0.0038725019635221223
2004-03-08,0.044531032563317564,0.043971238938053096,0.04602272727272727,0.043869516310461196,0.0023453180905838207
2004-03-09,0.04258279988867242,0.04092920353982301,0.03835227272727273,0.03852643419572553,0.004494283968932717
2004-03-10,0.04035624826050654,0.040099557522123894,0.04090909090909091,0.04105736782902137,0.002127148965878349
2004-03-11,0.043139437795713886,0.046460176991150445,0.044602272727272727,0.045838020247469066,0.006152369316694301
2004-03-12,0.04842749791260785,0.04618362831858407,0.045454545454545456,0.04274465691788527,0.002181691247054717
2004-03-15,0.0448093515168383,0.045077433628318585,0.04772727272727273,0.04611923509561305,0.0026180294964656603
2004-03-16,0.048149178959087116,0.05088495575221239,0.04971590909090909,0.0531496062992126,0.005399685836460424
2004-03-17,0.05315892012246034,0.051161504424778764,0.050852272727272725,0.048087739032620924,0.002421677284230736
2004-03-18,0.04898413581964932,0.049778761061946904,0.051704545454545454,0.05089988751406074,0.0026398464089362073
2004-03-19,0.05260228221541887,0.051161504424778764,0.05397727272727273,0.05230596175478065,0.0015380923291735754
2004-03-22,0.052880601168939605,0.05406526548672566,0.05113636363636364,0.048650168728908885,0.0033488960642289903
2004-03-23,0.046479265237962704,0.04424778761061947,0.03977272727272727,0.04161979752530934,0.010908456235273584
2004-03-24,0.04341775674923462,0.043971238938053096,0.044602272727272727,0.04274465691788527,0.00304345928964133
2004-03-25,0.04146952407458948,0.03982300884955752,0.03977272727272727,0.03712035995500562,0.005105157518108037
2004-03-26,0.0384080155858614,0.037887168141592924,0.037784090909090906,0.03993250843644545,0.005257875905401868
2004-03-29,0.038964653492902866,0.03982300884955752,0.04147727272727273,0.04133858267716536,0.0015380923291735754
2004-03-30,0.04216532145839132,0.04341814159292035,0.04346590909090909,0.04049493813273341,0.0038943188759926694
2004-03-31,0.04119120512106875,0.04231194690265487,0.04176136363636364,0.04246344206974128,0.003697966663757745
2004-04-01,0.043139437795713886,0.04922566371681416,0.04602272727272727,0.050337457817772775,0.01263199232044681
2004-04-02,0.05260228221541887,0.052405973451327435,0.048295454545454544,0.04640044994375703,0.007406841783750764
2004-04-05,0.046479265237962704,0.04563053097345133,0.02556818181818182,0.023903262092238472,0.015871803822323064
2004-04-06,0.02393543000278319,0.026133849557522123,0.02215909090909091,0.02798087739032621,0.015184571079500829
2004-04-07,0.027831895352073477,0.025719026548672565,0.026988636363636364,0.024465691788526433,0.0035016144515228206
2004-04-08,0.026718619537990537,0.02461283185840708,0.02471590909090909,0.02235658042744657,0.0024762195654071035
2004-04-13,0.019482326746451433,0.02157079646017699,0.01818181818181818,0.0171541057367829,0.004592460075050179
2004-04-14,0.018925688839409965,0.02101769911504425,0.01818181818181818,0.01940382452193476,0.0016908107164674054
2004-04-15,0.02170887837461731,0.020188053097345133,0.014204545454545454,0.015185601799775027,0.0063596299851645
2004-04-16,0.014194266629557473,0.01825221238938053,0.015056818181818182,0.01940382452193476,0.002650754865171481
2004-04-19,0.020873921514055108,0.018805309734513276,0.020170454545454547,0.01940382452193476,0.0012653809232917358
2004-04-20,0.019760645699972167,0.024059734513274336,0.02130681818181818,0.023340832395950507,0.002672571777642028
2004-04-21,0.0192040077929307,0.01825221238938053,0.014772727272727272,0.016310461192350956,0.007319574133868575
2004-04-22,0.015585861397161147,0.01963495575221239,0.017897727272727273,0.01701349831271091,0.0034034383454053583
2004-04-23,0.01753409407180629,0.021847345132743362,0.019886363636363636,0.021934758155230598,0.002258050440701632
2004-04-26,0.023100473142220985,0.02461283185840708,0.02556818181818182,0.022778402699662543,0.0027925647962300376
2004-04-27,0.023100473142220985,0.023783185840707963,0.024147727272727272,0.02544994375703037,0.0006108735491753207
2004-04-28,0.021152240467575842,0.023783185840707963,0.019886363636363636,0.01799775028121485,0.006370538441399773
2004-04-29,0.019760645699972167,0.022400442477876106,0.02215909090909091,0.023903262092238472,0.0019307967536434244
2004-04-30,0.024213748956303925,0.02295353982300885,0.025852272727272727,0.023622047244094488,0.0027925647962300376
2004-05-04,0.025048705816866128,0.02350663716814159,0.02556818181818182,0.023340832395950507,0.004985164499520028
2004-05-05,0.024213748956303925,0.025442477876106196,0.025852272727272727,0.025590551181102362,0.0015490007854088489
2004-05-06,0.026718619537990537,0.029867256637168143,0.029261363636363637,0.0281214848143982,0.007450475608691858
2004-05-07,0.027275257445032005,0.025719026548672565,0.022727272727272728,0.02109111361079865,0.0041997556505803295
