date,LME_Lead
2003-12-11,0.0026567724795016263
2003-12-12,0.0026567724795016263
2003-12-15,0.0018780633044752873
2003-12-16,0.007649672484082268
2003-12-17,0.0035729009207090836
2003-12-18,0.0061838669781503364
2003-12-19,0.003114836700105355
2003-12-22,0.0010535477073885758
2003-12-23,0.00224451468095827
2003-12-26,0.0021070954147771517
2003-12-29,0.00224451468095827
2003-12-30,0.00224451468095827
2003-12-31,0.018368375246209517
2004-01-02,0.013558700929870368
2004-01-05,0.005863222023727727
2004-01-06,0.010077412853282031
2004-01-07,0.005084512848701388
2004-01-08,0.002748385323622372
2004-01-09,0.002748385323622372
2004-01-12,0.006367092666391828
2004-01-13,0.005405157803123998
2004-01-14,0.009207090834134946
2004-01-15,0.004534835783976914
2004-01-16,0.0021070954147771517
2004-01-20,0.0061838669781503364
2004-01-21,0.009848380742980166
2004-01-22,0.005496770647244744
2004-01-28,0.011634831203334707
2004-01-29,0.0038019330310109477
2004-01-30,0.017360633960881316
2004-02-02,0.007008382575237049
2004-02-03,0.014795474325500435
2004-02-04,0.009573542210617928
2004-02-05,0.005405157803123998
2004-02-06,0.0048554807383995235
2004-02-09,0.008199349548806743
2004-02-10,0.007374833951720031
2004-02-11,0.007466446795840777
2004-02-12,0.009481929366497183
2004-02-13,0.010764509184187624
2004-02-17,0.01987998717420182
2004-02-18,0.020887728459530026
2004-02-19,0.010489670651825387
2004-02-20,0.0391644908616188
2004-02-23,0.020841922037469655
2004-02-24,0.023590307361092026
2004-02-25,0.010901928450368742
2004-02-26,0.0014199990838715587
2004-02-27,0.004397416517795795
2004-03-01,0.009481929366497183
2004-03-02,0.010901928450368742
2004-03-03,0.022170308277220465
2004-03-04,0.010260638541523521
2004-03-05,0.0038019330310109477
2004-03-08,0.01438321652695708
2004-03-09,0.0024735467912601347
2004-03-10,0.00558838349136549
2004-03-11,0.004305803673675049
2004-03-12,0.004305803673675049
2004-03-15,0.010443864229765013
2004-03-16,0.00622967340021071
2004-03-17,0.007145801841418167
2004-03-18,0.004580642206037286
2004-03-19,0.008657413769410472
2004-03-22,0.03737804040126426
2004-03-23,0.005176125692822134
2004-03-24,0.007924511016444506
2004-03-25,0.018322568824149146
2004-03-26,0.0031606431221657275
2004-03-29,0.003710320186890202
2004-03-30,0.006687737620814438
2004-03-31,0.015849022032889012
2004-04-01,0.005863222023727727
2004-04-02,0.010535477073885758
2004-04-05,0.009161284412074573
2004-04-06,0.010856122028308369
2004-04-07,0.006275479822271082
2004-04-12,0.03618707342769456
2004-04-13,0.009802574320919792
2004-04-14,0.00687096330905593
2004-04-15,0.0028858045898034904
2004-04-16,0.0038477394530713207
2004-04-19,0.010260638541523521
2004-04-20,0.015757409188768265
2004-04-21,0.010169025697402776
2004-04-22,0.009527735788557555
2004-04-23,0.0007329027529659658
2004-04-26,0.003298062388346846
2004-04-27,0.01071870276212725
2004-04-28,0.001649031194173423
2004-04-29,0.003343868810407219
2004-05-03,0.0025651596353808803
2004-05-04,0.004030965141312812
2004-05-05,0.018459988090330264
2004-05-06,0.005130319270761761
2004-05-07,0.006000641289908845
2004-05-10,0.0021070954147771517
2004-05-11,0.00224451468095827
2004-05-12,0.0021070954147771517
2004-05-13,0.0018780633044752873
2004-05-14,0.003389675232467592
2004-05-17,0.004809674316339151
2004-05-18,0.01438321652695708
2004-05-19,0.016078054143190874
2004-05-20,0.022490953231643077
2004-05-21,0.021987082588978975
2004-05-24,0.006412899088452201
2004-05-25,0.023636113783152397
2004-05-26,0.008428381659108607
2004-05-27,0.010077412853282031
2004-05-28,0.017406440382941687
2004-06-01,0.005679996335486235
2004-06-02,0.010169025697402776
2004-06-03,0.0017864504603545418
2004-06-04,0.0032522559662864735
2004-06-07,0.02349869451697128
2004-06-08,0.013833539462232605
2004-06-09,0.04850900096193486
2004-06-10,0.010581283495946132
2004-06-11,0.005496770647244744
2004-06-14,0.010672896340066877
2004-06-15,0.0064587055105125735
2004-06-16,0.009985800009161284
2004-06-17,0.012184508268059183
2004-06-18,0.006504511932572947
2004-06-21,0.015390957812285283
2004-06-22,0.006733544042874811
2004-06-23,0.01676515047409647
2004-06-24,0.007741285328203014
2004-06-25,0.0035729009207090836
2004-06-28,0.01804773029178691
2004-06-29,0.018139343135907655
2004-06-30,0.01103934771654986
2004-07-01,0.018414181668269893
2004-07-02,0.01296321744308552
2004-07-06,0.01342128166368925
2004-07-07,0.012825798176904402
2004-07-08,0.00879483303559159
2004-07-09,0.003939352297192066
2004-07-12,0.011314186248912098
2004-07-13,0.0037561266089505747
2004-07-14,0.003114836700105355
2004-07-15,0.005909028445788099
2004-07-16,0.0025651596353808803
2004-07-19,0.006504511932572947
2004-07-20,0.012917411021025147
2004-07-21,0.004122577985433558
2004-07-22,0.033118043149649584
2004-07-23,0.008749026613531217
2004-07-26,0.020017406440382943
2004-07-27,0.038752233063075445
2004-07-28,0.0241399844258165
2004-07-29,0.007878704594384132
2004-07-30,0.013467088085749621
2004-08-02,0.006687737620814438
2004-08-03,0.012367733956300673
2004-08-04,0.008565800925289725
2004-08-05,0.01855160093445101
2004-08-06,0.0177270853373643
2004-08-09,0.010856122028308369
2004-08-10,0.004305803673675049
2004-08-11,0.01296321744308552
2004-08-12,0.00847418808116898
2004-08-13,0.010077412853282031
2004-08-16,0.005634189913425862
2004-08-17,0.04172965049699968
2004-08-18,0.007603866062021895
2004-08-19,0.0010535477073885758
2004-08-20,0.008840639457651962
2004-08-23,0.0021987082588978977
2004-08-24,0.004397416517795795
2004-08-25,0.00022903211030186432
2004-08-26,0.0029316110118638634
2004-08-30,0.0037561266089505747
2004-08-31,0.006138060556089964
2004-09-01,0.007558059639961523
2004-09-02,0.003114836700105355
2004-09-03,0.01630708625349274
2004-09-07,0.011543218359213962
2004-09-08,0.007878704594384132
2004-09-09,0.007099995419357794
2004-09-10,0.046768356923640696
2004-09-13,0.01213870184599881
2004-09-14,0.014749667903440062
2004-09-15,0.003710320186890202
2004-09-16,0.010856122028308369
2004-09-17,0.01713160185057945
2004-09-20,0.01021483211946315
2004-09-21,0.03119417342311392
2004-09-22,0.0048554807383995235
2004-09-23,0.009390316522376436
2004-09-24,0.008657413769410472
2004-09-27,0.0034812880765883376
2004-09-28,0.009207090834134946
2004-09-29,0.008840639457651962
2004-09-30,0.010672896340066877
2004-10-01,0.006779350464935184
2004-10-04,0.006367092666391828
2004-10-05,0.003069030278044982
2004-10-06,0.0182309559800284
2004-10-07,0.007237414685538912
2004-10-08,0.004901287160459896
2004-10-11,0.011955476157757317
2004-10-12,0.024643855068480602
2004-10-13,0.1527644175713435
2004-10-14,0.028170949567129313
2004-10-15,0.006596124776693692
2004-10-18,0.008840639457651962
2004-10-19,0.007649672484082268
2004-10-20,0.007970317438504878
2004-10-21,0.0024735467912601347
2004-10-22,0.007099995419357794
2004-10-25,0.0066419311987540655
2004-10-26,0.008290962392927488
2004-10-27,0.011268379826851724
2004-10-28,0.003114836700105355
2004-10-29,0.0065503183546333195
2004-11-01,0.004259997251614677
2004-11-02,0.0038935458751316937
2004-11-03,0.011863863313636572
2004-11-04,0.011085154138610233
2004-11-05,0.03472126792176263
2004-11-08,0.016581924785854976
2004-11-09,0.011451605515093216
2004-11-10,0.008290962392927488
2004-11-11,0.008428381659108607
2004-11-12,0.0048554807383995235
2004-11-15,0.015665796344647518
2004-11-16,0.006412899088452201
2004-11-17,0.04434061655444093
2004-11-18,0.017177408272639826
2004-11-19,0.015849022032889012
2004-11-22,0.005405157803123998
2004-11-23,0.004443222939856168
2004-11-24,0.011818056891576199
2004-11-26,0.0047638678942787775
2004-11-29,0.013512894507809995
2004-11-30,0.013467088085749621
2004-12-01,0.01021483211946315
2004-12-02,0.015390957812285283
2004-12-03,0.006092254134029591
2004-12-06,0.008657413769410472
2004-12-07,0.04131739269845632
2004-12-08,0.03476707434382301
2004-12-09,0.054921900050387065
2004-12-10,0.017223214694700197
2004-12-13,0.008840639457651962
2004-12-14,0.005176125692822134
2004-12-15,0.01245934680042142
2004-12-16,0.0034812880765883376
2004-12-17,0.003343868810407219
2004-12-20,0.003435481654527965
2004-12-21,0.013329668819568503
2004-12-22,0.0013283862397508131
2004-12-28,0.003023223855984609
2004-12-29,0.027209014703861483
2004-12-30,0.030919334890751684
2005-01-03,0.08126059273510146
2005-01-04,0.06875543951261967
2005-01-05,0.05166964408410059
2005-01-06,0.026338692684714397
2005-01-07,0.009985800009161284
2005-01-10,0.006138060556089964
2005-01-11,0.0035729009207090836
2005-01-12,0.003023223855984609
2005-01-13,0.010031606431221658
2005-01-14,0.00897805872383308
2005-01-18,0.017452246805002063
2005-01-19,0.004992900004580642
2005-01-20,0.016398699097613486
2005-01-21,0.0066419311987540655
2005-01-24,0.007741285328203014
2005-01-25,0.006138060556089964
2005-01-26,0.007970317438504878
2005-01-27,0.005817415601667353
2005-01-28,0.007649672484082268
2005-01-31,0.012871604598964775
2005-02-01,0.007008382575237049
2005-02-02,0.010810315606247995
2005-02-03,0.009985800009161284
2005-02-04,0.0028399981677431174
2005-02-07,0.014291603682836334
2005-02-08,0.01021483211946315
2005-02-09,0.01987998717420182
2005-02-10,0.012367733956300673
2005-02-11,0.008382575237048235
