date,Aluminium_Open,Aluminium_High,Aluminium_Low,Aluminium_Close,Aluminium_Volumn
2003-12-11,-0.25385628342867667,-0.2609434397158988,-0.2551091249502652,-0.25545437227303064,-0.254803331706698
2003-12-12,-0.25533338830312274,-0.2555962360603559,-0.24909107078777779,-0.24954012880334114,-0.2545607397463753
2003-12-16,-0.24548602247348217,-0.24879070413511953,-0.23906098051696534,-0.2419008976549922,-0.2535724021302456
2003-12-17,-0.2410547078501439,-0.24538793817250135,-0.23906098051696534,-0.2446115925785999,-0.2560252763957311
2003-12-18,-0.24302418101607204,-0.2463601570189637,-0.23855947600342473,-0.24165447084375516,-0.25420134424960084
2003-12-19,-0.24006997126717985,-0.24247128163311432,-0.2335444308680185,-0.23820449548643627,-0.25228756322927703
2003-12-22,-0.23810049810125175,-0.24538793817250135,-0.23855947600342473,-0.24411873895612576,-0.2553064854021822
2003-12-23,-0.24351654930755406,-0.24149906278665198,-0.2405654940575872,-0.23968305635385864,-0.2557467448857309
2003-12-24,-0.24006997126717985,-0.23712407797757146,-0.2335444308680185,-0.2327831056392209,-0.25799296674057104
2003-12-29,-0.23169971031198539,-0.23712407797757146,-0.22752637670553102,-0.23376881288416915,-0.255225621415408
2003-12-30,-0.23416155176939552,-0.23566574970787796,-0.2310369083003154,-0.23130454477179851,-0.2569597046873446
2003-12-31,-0.22973023714605725,-0.23323520259172212,-0.22351434059720607,-0.22933313028190203,-0.2534555985937939
2004-01-02,-0.22726839568864712,-0.22521439710840782,-0.22251133157012482,-0.21996891145489364,-0.2487565024734683
2004-01-05,-0.21889813473345263,-0.2254574518200234,-0.22100681802950295,-0.2229260331897384,-0.2509577998912117
2004-01-06,-0.2203752396078987,-0.2254574518200234,-0.22100681802950295,-0.2268688621695314,-0.2534106741566971
2004-01-07,-0.22628365910568307,-0.23226298374525978,-0.22251133157012482,-0.22933313028190203,-0.2565733545283121
2004-01-08,-0.22776076398012915,-0.2254574518200234,-0.22552035865136855,-0.21996891145489364,-0.2520449712689543
2004-01-09,-0.2184057664419706,-0.22497134239679223,-0.21599177289409674,-0.21947605783241952,-0.2511554674144376
2004-01-12,-0.22086760789938076,-0.2239991235503299,-0.21950230448888108,-0.22539030130210902,-0.2516047117854056
2004-01-13,-0.22431418593975494,-0.22934632720587275,-0.22326358834043575,-0.2281009962257167,-0.25394976740185876
2004-01-14,-0.2267760273971651,-0.22156857643417405,-0.22351434059720607,-0.21553322885262652,-0.2445425902737882
2004-01-15,-0.2184057664419706,-0.2254574518200234,-0.2200038090024217,-0.2229260331897384,-0.25174846998411543
2004-01-16,-0.2218523444823448,-0.22302690470386755,-0.21599177289409674,-0.2182439237762342,-0.2545068304218591
2004-01-19,-0.2149591884015964,-0.22205468585740523,-0.2154902683805561,-0.21996891145489364,-0.25118242207669567
2004-01-21,-0.21692866156752452,-0.2210824670109429,-0.21248124129931237,-0.21405466798520414,-0.2521977143550834
2004-01-22,-0.2149591884015964,-0.21524915393216884,-0.20796770067744677,-0.20961898538293702,-0.24643840151927326
2004-01-23,-0.21052787377825816,-0.21670748220186237,-0.2064631871368249,-0.2115903998728335,-0.2567440673892799
2004-01-26,-0.2134820835271503,-0.21719359162509352,-0.20696469165036555,-0.21208325349530763,-0.2538239789779877
2004-01-27,-0.21225116279844525,-0.21986719345286496,-0.2104752232451499,-0.21651893609757478,-0.2528446262492774
2004-01-28,-0.21594392498456047,-0.20990195027662598,-0.20897070970452802,-0.20321188829077338,-0.24627667354572477
2004-01-29,-0.20560419086343787,-0.21087416912308832,-0.20345416005558117,-0.20740114408180343,-0.25142501403701845
2004-01-30,-0.20658892744640192,-0.20698529373723898,-0.20345416005558117,-0.201733327423351,-0.2511554674144376
2004-02-02,-0.2009266920943586,-0.20698529373723898,-0.19994362846079683,-0.20616901002561813,-0.25353646258056817
2004-02-03,-0.20708129573788395,-0.2050408560443143,-0.20044513297433744,-0.1997619129334545,-0.2511554674144376
2004-02-04,-0.19723392990824337,-0.19774921469584675,-0.1924210607576875,-0.19434052308623914,-0.25129024072572803
2004-02-05,-0.19034077382749498,-0.1972631052726156,-0.18991353818998438,-0.19631193757613563,-0.2532130066334712
2004-02-06,-0.1928026152849051,-0.1972631052726156,-0.18991353818998438,-0.189904840483972,-0.25231451789153514
2004-02-09,-0.18640182749563874,-0.1938603393099974,-0.18590150208165943,-0.19335481584129088,-0.24869360826153278
2004-02-10,-0.19526445674231527,-0.1972631052726156,-0.18891052916290316,-0.19581908395366152,-0.2510206941031472
2004-02-11,-0.19477208845083324,-0.18802702623122336,-0.19091654721706564,-0.18251203614686012,-0.25226959345443833
2004-02-12,-0.17753919824896222,-0.17587429065044413,-0.17286238472960325,-0.170190695585007,-0.24943935391733973
2004-02-13,-0.1721231470426599,-0.17587429065044413,-0.16734583508065642,-0.170190695585007,-0.2503827670963726
2004-02-16,-0.16769183241932167,-0.17247152468782595,-0.1623307899452502,-0.16772642747263636,-0.24742673913540295
2004-02-18,-0.14848946905152255,-0.15156881948888568,-0.1558112312692221,-0.16378359849284338,-0.24242215684281906
2004-02-19,-0.16079867633857325,-0.15934657026058438,-0.1558112312692221,-0.16255146443665805,-0.24904401887088787
2004-02-20,-0.1578444665896811,-0.16615210218582074,-0.16333379897233144,-0.16674072022768813,-0.24687866100282194
2004-02-23,-0.16719946412783962,-0.17538818122721297,-0.16734583508065642,-0.17265496369737762,-0.24961006677830758
2004-02-24,-0.17261551533414193,-0.16858264930197658,-0.16684433056711578,-0.1642764521153175,-0.2498526587386303
2004-02-25,-0.15685973000671702,-0.16469377391612725,-0.16634282605357517,-0.16920498834005876,-0.2525032005273417
2004-02-26,-0.17113841045969586,-0.17538818122721297,-0.17035486216190016,-0.17166925645242936,-0.2498975831757271
2004-02-27,-0.16719946412783962,-0.17368679824590388,-0.16533981702649392,-0.16797285428387343,-0.25438104199798806
2004-03-01,-0.1647376226704295,-0.16420766449289606,-0.15731574480984398,-0.15639079415573148,-0.2504995706328243
2004-03-02,-0.15882920317264515,-0.16615210218582074,-0.16082627640462832,-0.16772642747263636,-0.2489631548841136
2004-03-03,-0.17163077875117788,-0.1792770566130623,-0.18991353818998438,-0.19631193757613563,-0.24323978159798088
2004-03-04,-0.1928026152849051,-0.20066587123523377,-0.2064631871368249,-0.1972976448210839,-0.23659994979507337
2004-03-05,-0.19723392990824337,-0.1953186675796909,-0.1969346013795531,-0.18941198686149788,-0.24898112465895234
2004-03-08,-0.1888636689530489,-0.1967769958493844,-0.19392557429830937,-0.19532623033118737,-0.2475704973341127
2004-03-09,-0.19871103478268945,-0.20601307489077664,-0.2014481420014187,-0.20469044915819576,-0.2466630237047573
2004-03-10,-0.20166524453158163,-0.20747140316047014,-0.20044513297433744,-0.2076475708930405,-0.2521887294676641
2004-03-11,-0.19624919332527932,-0.19288812046353507,-0.1924210607576875,-0.18694771874912725,-0.2462497188834667
2004-03-12,-0.18443235432971064,-0.19240201104030388,-0.1924210607576875,-0.19877620568850626,-0.24951123301669462
2004-03-15,-0.19427972015935122,-0.19969365238877143,-0.19342406978476875,-0.19483337670871326,-0.2541474349250847
2004-03-16,-0.18837130066156685,-0.18997146392414804,-0.18539999756811879,-0.182019182524386,-0.25061637416927596
2004-03-17,-0.18590945920415672,-0.18948535450091689,-0.19041504270352502,-0.19631193757613563,-0.25222466901734153
2004-03-18,-0.19427972015935122,-0.1972631052726156,-0.1924210607576875,-0.19089054772892025,-0.25039175198379193
2004-03-19,-0.1873865640786028,-0.19483255815645975,-0.1879075201358219,-0.19089054772892025,-0.2552435911902467
2004-03-22,-0.18787893237008482,-0.1938603393099974,-0.19141805173060625,-0.19680479119860975,-0.25397672206411687
2004-03-23,-0.19723392990824337,-0.2050408560443143,-0.20997371873160928,-0.2076475708930405,-0.23422793951636217
2004-03-24,-0.20708129573788395,-0.20747140316047014,-0.2059616826232843,-0.201733327423351,-0.24935848993056547
2004-03-25,-0.20215761282306366,-0.20990195027662598,-0.20395566456912181,-0.20518330278066987,-0.25009525069895305
2004-03-26,-0.2046194542804738,-0.19580477700292206,-0.19894061943371558,-0.19089054772892025,-0.24966397610282373
2004-03-29,-0.1928026152849051,-0.19580477700292206,-0.18539999756811879,-0.19089054772892025,-0.2525930494015353
2004-03-30,-0.18984840553601295,-0.19045757334737923,-0.1828924750004157,-0.1874405723716014,-0.24948427835443654
2004-03-31,-0.18640182749563874,-0.1734437435342883,-0.1788804388920907,-0.16624786660521398,-0.24389567837959422
2004-04-01,-0.16867656900228573,-0.1651798833393584,-0.16082627640462832,-0.15786935502315386,-0.23536902021862097
2004-04-02,-0.156367361715235,-0.15156881948888568,-0.1553097267556815,-0.15195511155346436,-0.2433476002470132
2004-04-05,-0.1514436788004147,-0.15642991372119736,-0.1603247718910877,-0.16329074487036924,-0.248648683824436
2004-04-06,-0.16867656900228573,-0.16323544564643372,-0.16283229445879083,-0.15540508691078325,-0.24745369379766102
2004-04-07,-0.15833683488116312,-0.16299239093481815,-0.1530529564447487,-0.15786935502315386,-0.2541474349250847
2004-04-08,-0.15587499342375297,-0.1622632267999714,-0.15380521321505963,-0.15589794053325737,-0.25144298381185715
2004-04-13,-0.16375288608746544,-0.1588604608373532,-0.1558112312692221,-0.15540508691078325,-0.25249421563992236
2004-04-14,-0.1529207836748608,-0.13795775563841292,-0.14778715905257217,-0.1351980883893441,-0.24767831598314505
2004-04-15,-0.13027184226668748,-0.13552720852225708,-0.12521945594324418,-0.1273124304297581,-0.24146975877636684
2004-04-16,-0.1322413154326156,-0.12386058236470902,-0.12471795142970356,-0.11745535798027561,-0.24551295811507912
2004-04-19,-0.11599316181370867,-0.11656894101624148,-0.1096728160234849,-0.11252682175553436,-0.25246726097766425
2004-04-20,-0.11550079352222663,-0.11802726928593499,-0.1096728160234849,-0.11252682175553436,-0.24797481726798393
2004-04-21,-0.12584052764334924,-0.1306661142899454,-0.1808864569462532,-0.170190695585007,-0.2187649482676425
2004-04-22,-0.17409262020858804,-0.1734437435342883,-0.1763729163243876,-0.17314781731985174,-0.24169438096185086
2004-04-23,-0.17163077875117788,-0.17247152468782595,-0.16584132154003456,-0.17068354920748113,-0.2512003918515344
2004-04-26,-0.17163077875117788,-0.17247152468782595,-0.16734583508065642,-0.170190695585007,-0.24917879218217825
2004-04-27,-0.17064604216821383,-0.16955486814843893,-0.16634282605357517,-0.16279789124789512,-0.254030631388633
2004-04-28,-0.17753919824896222,-0.18559647911506752,-0.20495867359620304,-0.19926905931098038,-0.21811803637344854
2004-04-29,-0.1977262981997254,-0.19920754296554027,-0.19392557429830937,-0.19828335206603212,-0.2504097217586307
2004-04-30,-0.19674156161676135,-0.1987214335423091,-0.1924210607576875,-0.19483337670871326,-0.24915183751992018
2004-05-04,-0.19231024699342308,-0.19045757334737923,-0.18590150208165943,-0.18596201150417901,-0.2525211703021804
2004-05-05,-0.18590945920415672,-0.1938603393099974,-0.18891052916290316,-0.19162982816263144,-0.241523668100883
2004-05-06,-0.18935603724453093,-0.19434644873322857,-0.19091654721706564,-0.19581908395366152,-0.2520719259312124
2004-05-07,-0.20511182257195584,-0.20747140316047014,-0.2037049123123515,-0.20616901002561813,-0.2513171953879861
2004-05-10,-0.208066032320848,-0.21476304450893768,-0.24357452113883094,-0.24954012880334114,-0.2313168359924893
2004-05-11,-0.24351654930755406,-0.23566574970787796,-0.2445775301659122,-0.23376881288416915,-0.2303824077008758
2004-05-12,-0.24006997126717985,-0.22205468585740523,-0.23504894440864035,-0.2234188868122125,-0.24303312918733558
2004-05-13,-0.2307149737290213,-0.2288602177826416,-0.22752637670553102,-0.23327595926169503,-0.24904401887088787
2004-05-14,-0.2307149737290213,-0.2254574518200234,-0.22752637670553102,-0.22194032594479013,-0.2525211703021804
2004-05-17,-0.2307149737290213,-0.23226298374525978,-0.231538412813856,-0.23771164186396215,-0.25295244489830976
2004-05-18,-0.2390852346842158,-0.22351301412709873,-0.23254142184093726,-0.2170117897200489,-0.24704038897637043
2004-05-19,-0.21988287131641668,-0.21622137277863118,-0.21649327740763735,-0.21257610711778177,-0.24725602627443508
2004-05-20,-0.21594392498456047,-0.22205468585740523,-0.2154902683805561,-0.217504643342523,-0.24944833880475908
2004-05-21,-0.21692866156752452,-0.212818606816013,-0.2104752232451499,-0.2083868513267517,-0.2523235027789545
2004-05-24,-0.20954313719529408,-0.20552696546754545,-0.20345416005558117,-0.20321188829077338,-0.25182933397088964
2004-05-25,-0.20363471769750974,-0.20747140316047014,-0.20395566456912181,-0.20961898538293702,-0.25084099635476
2004-05-26,-0.2129897152356683,-0.2050408560443143,-0.2084692051909874,-0.19926905931098038,-0.24518051728056278
2004-05-27,-0.1957568250337973,-0.19920754296554027,-0.19091654721706564,-0.193847669463765,-0.249744840089598
2004-05-28,-0.19231024699342308,-0.18997146392414804,-0.18640300659520004,-0.18349774339180838,-0.2503378426592758
2004-06-01,-0.18689419578712077,-0.18219371315244934,-0.17988344791917196,-0.17610493905469649,-0.2449918346447562
2004-06-02,-0.1750773567915521,-0.17538818122721297,-0.18891052916290316,-0.19335481584129088,-0.2350186096092659
2004-06-03,-0.19969577136565353,-0.19288812046353507,-0.19492858332539062,-0.18842627961654962,-0.24701343431411235
2004-06-04,-0.18837130066156685,-0.19629088642615325,-0.19843911492017496,-0.19926905931098038,-0.2499425076128239
2004-06-07,-0.19329498357638714,-0.1953186675796909,-0.18991353818998438,-0.1879334259940755,-0.2539587522892781
2004-06-08,-0.18935603724453093,-0.19629088642615325,-0.19492858332539062,-0.19581908395366152,-0.2487565024734683
2004-06-09,-0.19624919332527932,-0.20261030892815846,-0.20997371873160928,-0.20814042451551465,-0.235270186457008
2004-06-10,-0.21446682011011436,-0.21622137277863118,-0.2154902683805561,-0.20961898538293702,-0.23803753178217107
2004-06-11,-0.208066032320848,-0.21476304450893768,-0.20696469165036555,-0.21208325349530763,-0.2505804346195985
2004-06-14,-0.21446682011011436,-0.21476304450893768,-0.20997371873160928,-0.20814042451551465,-0.2532848857328261
2004-06-15,-0.21052787377825816,-0.20990195027662598,-0.21248124129931237,-0.20469044915819576,-0.2488283815728232
2004-06-16,-0.20264998111454569,-0.1987214335423091,-0.19843911492017496,-0.19138340135139437,-0.24858578961250047
2004-06-17,-0.19132551041045903,-0.1875409168079922,-0.18489849305457817,-0.18103347527943775,-0.2402657838621725
2004-06-18,-0.18492472262119267,-0.18219371315244934,-0.18188946597333444,-0.17659779267717063,-0.24493792532024006
2004-06-21,-0.17655446166599817,-0.17636040007367532,-0.17085636667544077,-0.17314781731985174,-0.2518023793086316
2004-06-22,-0.1721231470426599,-0.17879094718983116,-0.18239097048687505,-0.1839905970142825,-0.2451086381812079
2004-06-23,-0.18590945920415672,-0.18316593199891168,-0.17938194340563132,-0.17856920716706712,-0.2490080793212104
2004-06-24,-0.17409262020858804,-0.17247152468782595,-0.16784733959419704,-0.16575501298273987,-0.2461778397841118
2004-06-25,-0.16572235925339354,-0.17247152468782595,-0.1648383125129533,-0.16674072022768813,-0.2505355101825017
2004-06-28,-0.16572235925339354,-0.1700409775716701,-0.16734583508065642,-0.17142282964119232,-0.24751658800959656
2004-06-29,-0.173600251917106,-0.18024927545952465,-0.17938194340563132,-0.18251203614686012,-0.24458751471088497
