date,attr,Coppper_Open,Coppper_High,Coppper_Low,Coppper_Close,Coppper_Volumn,Coppper_Open_Interest,label
2003-12-11,0.004158989610171176,0.0,0.0005454049631851728,0.0005591277606932865,0.00027397260273974937,0.011133536383985908,0.23570741097208855,1.0
2003-12-12,0.004395990856339019,0.0005468215994531473,0.0,0.0,0.0,0.023415654471395545,0.23682386910490857,1.0
2003-12-15,0.005236963020160397,0.00013670539986328684,0.0017725661303518018,0.0023762929829465873,0.002602739726027405,0.017903930131004366,0.23745909528392686,1.0
2003-12-16,0.003149823013585523,0.0024606971975392796,0.003545132260703565,0.004892367906066536,0.0043835616438356395,0.019922204689736156,0.23641000962463907,0.0
2003-12-17,0.004701798915910429,0.004101161995898838,0.006953913280610846,0.005171931786413179,0.006986301369863045,0.03691974606436461,0.23865255052935516,1.0
2003-12-18,0.006330226833128187,0.008202323991797676,0.006544859558221996,0.007548224769359766,0.0049315068493151,0.01569116729661297,0.24628970163618863,1.0
2003-12-19,0.003761439132728343,0.005331510594668458,0.009817289337332955,0.007688006709533127,0.010000000000000016,0.03410517045246046,0.24820019249278152,0.0
2003-12-22,0.0033868242597533656,0.010389610389610383,0.01172620670848104,0.01327928431646631,0.012465753424657566,0.018186488569226816,0.25695861405197307,1.0
2003-12-23,0.0014755238874320533,0.012166780587833189,0.0109080992637033,0.011182555213866368,0.00767123287671236,0.014197644123151444,0.25742059672762274,1.0
2003-12-30,0.005336350639521105,0.013260423786739561,0.017043905099536405,0.016354487000279545,0.01780821917808219,0.018799310117059924,0.2504475457170356,1.0
2003-12-31,0.00933479101841729,0.01804511278195487,0.017043905099536405,0.01761252446183952,0.017671232876712337,0.023885362005064033,0.2503994225216554,1.0
2004-01-06,0.002683465722739123,0.023513328776486656,0.029588219252795186,0.026838132513279263,0.029726027397260296,0.05482734578547576,0.25409528392685277,0.0
2004-01-07,0.0065366472733388884,0.0302118933697881,0.030951731660758097,0.025859658932065974,0.025205479452054803,0.06584345528604454,0.2624687199230029,1.0
2004-01-08,0.007293522220778129,0.025427204374572788,0.02604308699209162,0.024461839530332676,0.024109589041095923,0.03455653003559502,0.26492300288739173,1.0
2004-01-09,0.007293522220778129,0.02460697197539303,0.03476956640305427,0.02641878669275926,0.03561643835616438,0.05497779897985395,0.2690808469682387,0.0
2004-01-12,0.006911262146313866,0.03568010936431988,0.034224161439869095,0.03508526698350572,0.03424657534246575,0.02449818355289714,0.2863185755534167,0.0
2004-01-13,0.004915864557610416,0.0355434039644566,0.03476956640305427,0.0317305004193458,0.028493150684931523,0.03177498073465194,0.27676130895091433,1.0
2004-01-14,0.012920390516892073,0.028981544771018438,0.03313335151349879,0.03228962818003913,0.029315068493150694,0.03461891306741037,0.26295957651588064,0.0
2004-01-15,0.006177322803342482,0.0298017771701982,0.032860649031906185,0.03075202683813251,0.03164383561643839,0.02887233496018495,0.2619874879692012,1.0
2004-01-16,0.0044418620652747305,0.03212576896787423,0.03176983910553588,0.028096169974839238,0.028904109589041126,0.04293053465927856,0.2575842155919153,0.0
2004-01-21,0.0064066788480210395,0.03376623376623375,0.037905644941368985,0.03676265026558566,0.038082191780821936,0.04094161682140105,0.248888354186718,1.0
2004-01-22,0.011307253002652885,0.038824333561175636,0.04022361603490592,0.04039698071009222,0.038082191780821936,0.0008440057245605666,0.25314725697786333,0.0
2004-01-28,0.007064166176099571,0.03827751196172249,0.03858740114535044,0.04039698071009222,0.03712328767123291,0.025962350005504384,0.25349374398460056,0.0
2004-01-29,0.007293522220778129,0.0373205741626794,0.04131442596127626,0.04053676265026558,0.042191780821917824,0.029165902168727754,0.2471896053897979,1.0
2004-01-30,0.005267543826117538,0.041695146958304855,0.04090537223888738,0.04249370981269216,0.03931506849315071,0.02574951377931085,0.25036573628488934,0.0
2004-02-02,0.007293522220778129,0.03923444976076553,0.04485955822197983,0.04263349175286552,0.04575342465753426,0.0446405636490404,0.24723772858517806,1.0
2004-02-03,0.00717884419843885,0.04620642515379355,0.04717752931551677,0.04850433324014535,0.04534246575342469,0.03084290484752853,0.23778633301251204,1.0
2004-02-04,0.005542771079731806,0.04579630895420369,0.05113171529860922,0.049482806821358645,0.052054794520547946,0.024167920443286486,0.23778633301251204,0.0
2004-02-05,0.006307291228660332,0.052494873547505094,0.05263157894736842,0.05549343024881183,0.05369863013698632,0.0341932406150233,0.2348893166506256,1.0
2004-02-06,0.009388307428842287,0.05372522214627475,0.055494955004090525,0.05661168577019848,0.05328767123287672,0.03359142783751055,0.22836381135707412,0.0
2004-02-09,0.0074082002431174075,0.05317840054682157,0.05440414507772022,0.05535364830863851,0.05534246575342466,0.03203185204212689,0.22343118383060634,0.0
2004-02-10,0.006345517236106758,0.055639097744360884,0.0578129260976275,0.05968688845401172,0.05684931506849315,0.04878720046970753,0.22049085659287776,1.0
2004-02-11,0.008753755705231611,0.05700615174299383,0.05713116989364604,0.05661168577019848,0.05465753424657535,0.03571612050933911,0.18635226179018285,1.0
2004-02-12,0.00795100954885666,0.0550922761449077,0.06422143441505317,0.058289069052278424,0.06506849315068493,0.051029320024953216,0.17281039461020212,0.0
2004-02-13,0.010466280838831507,0.06534518113465479,0.07294791382601581,0.06821358680458482,0.07205479452054797,0.06539943488312355,0.17370548604427333,1.0
2004-02-18,0.009090144570760163,0.07614490772385507,0.09012817016634855,0.08065417948001116,0.08808219178082194,0.056181424534879454,0.15453801732435032,1.0
2004-02-19,0.010932638129677907,0.08776486671223512,0.10280883556040357,0.08638523902711766,0.08849315068493153,0.0004660379435617042,0.14162656400384985,0.0
2004-02-20,0.008608496876935191,0.08885850991114148,0.09503681483501498,0.09099804305283751,0.09616438356164382,0.037840813181167665,0.1239172281039461,0.0
2004-02-23,0.00840207643672449,0.09432672590567327,0.09490046359421875,0.09071847917249087,0.08876712328767125,0.024347730358518952,0.03612608277189605,1.0
2004-02-24,0.006146741997385341,0.08858509911141492,0.09135533133351514,0.09183673469387753,0.0912328767123288,0.04335253752155884,0.053719923002887394,0.0
2004-02-25,0.008363850429278064,0.09118250170881748,0.09476411235342241,0.09407324573665082,0.0958904109589041,0.0665663645370812,0.09531761308950915,0.0
2004-02-26,0.0045488948861247235,0.09583048530416947,0.10294518680119989,0.09281520827509082,0.09150684931506851,0.0733294191038861,0.13715591915303177,1.0
2004-02-27,0.007851621929495952,0.09118250170881748,0.10158167439323698,0.09421302767682412,0.10287671232876715,0.060074859638178414,0.16320981713185756,1.0
2004-03-01,0.009158951384163729,0.10293916609706084,0.1017180256340333,0.10148168856583724,0.10068493150684932,0.03533081354812667,0.18326756496631377,0.0
2004-03-02,0.014028944732838434,0.10170881749829115,0.11358058358331062,0.10651383841207714,0.11506849315068493,0.035554658544640565,0.18302213666987488,0.0
2004-03-03,0.019678748633420232,0.11537935748462061,0.11467139350968097,0.11154598825831703,0.10890410958904109,0.02864482037356427,0.18795957651588066,0.0
2004-03-04,0.009143660981185159,0.10868079289131921,0.1073084265066812,0.08624545708694434,0.08986301369863017,0.08046310227147628,0.1886381135707411,1.0
2004-03-05,0.010343957615002944,0.09063568010936433,0.09367330242705207,0.09043891529214423,0.09424657534246576,0.029052144875417418,0.1657266602502406,0.0
2004-03-08,0.011116122965420753,0.09460013670539985,0.09830924461412602,0.09127760693318424,0.09986301369863018,0.03896003816373711,0.1599711260827719,0.0
2004-03-09,0.0064143240495103246,0.10020505809979496,0.0999454595036815,0.08904109589041093,0.08726027397260272,0.029231954790649883,0.1610875842155919,0.0
